PlotID,Genotype,Row,Column,Device_ID,Day,hour,ECS_.mAU,ECS_tau,gH.,vH.,Phi2,PhiNPQ,PhiNO,qL,NPQt,FvP_over_FmP,PS1_Active.Centers,PS1_Open.Centers,PS1_Over.Reduced.Centers,PS1_Oxidized.Centers,Light_Intensity,Ambient_Temperature,Ambient_Humidity,Leaf_Temperature,Leaf_Temperature_Differential,Relative_Chlorophyll,LEF
1728,PHG83,26,28,41:00:13:09,7/23/20,15:11:16,0.00151,0.0103,97.075,0.147,0.467,0.351,0.182,0.526,1.932,0.625,2.129,0.717,-0.407,0.689,855.127,33.5,53.142,28.11,-5.39,62.6,179.7049391
1728,PHG83,26,28,52:00:12:9a,7/28/20,16:46:24,0.00089,0.0047,211.874,0.189,0.404,0.436,0.16,0.519,2.731,0.567,3.289,0.53,0.141,0.329,1317.743,36.91,40.229,31.47,-5.44,68.95,239.5656774
1729,CML_395,26,1,41:00:13:09,7/28/20,17:30:35,0.00047,0.0041,246.417,0.116,0.464,0.36,0.177,0.537,2.034,0.617,2.396,1.029,-0.087,0.058,785.011,36.17,39.213,30.47,-5.7,49.75,163.9102968
1729,CML_395,26,1,52:00:07:fc,7/24/20,15:06:16,0.00038,0.0046,216.882,0.082,0.522,0.26,0.218,0.491,1.194,0.69,3.158,0.587,0.198,0.216,851.634,35.79,55.33,30.57,-5.22,56.81,200.0488266
1729,CML_395,26,1,41:00:13:09,7/23/20,15:14:40,0.00066,0.0049,204.879,0.135,0.357,0.438,0.206,0.356,2.129,0.609,3.867,0.584,0.014,0.402,1194.896,33.66,51.925,29.61,-4.05,59.31,191.9600424
1730,MS71,26,2,52:00:07:fc,7/24/20,15:06:52,0.00044,0.0047,214.502,0.094,0.474,0.356,0.169,0.575,2.107,0.611,4.12,0.303,0.57,0.127,944.815,35.81,55.587,32.55,-3.26,66.83,201.5290395
1730,MS71,26,2,41:00:13:09,7/28/20,17:31:07,0.00085,0.0064,156.159,0.133,0.362,0.514,0.124,0.598,4.142,0.487,5.556,0.61,0.31,0.08,846.135,36.12,39.664,30.51,-5.61,61.22,137.8353915
1730,MS71,26,2,41:00:13:09,7/23/20,15:15:19,0.00188,0.0145,68.803,0.129,0.341,0.412,0.247,0.283,1.666,0.647,5.443,0.419,0.233,0.349,967.988,33.72,52.942,30.43,-3.29,62.1,148.5377586
1731,764,26,3,52:00:07:fc,7/24/20,15:07:27,0.00048,0.0049,205.403,0.099,0.497,0.336,0.167,0.608,2.01,0.619,3.287,0.308,-0.207,0.899,833.302,35.83,54.733,31.81,-4.02,74.28,186.3679923
1731,764,26,3,41:00:13:09,7/28/20,17:31:39,0.00119,0.0058,172.741,0.206,0.272,0.618,0.11,0.506,5.609,0.425,3.734,0.518,0.003,0.479,1804.456,36.12,41.138,33.55,-2.57,66.22,220.8654144
1731,764,26,3,41:00:13:09,7/23/20,15:15:52,0.00183,0.0119,83.708,0.153,0.305,0.417,0.277,0.225,1.505,0.661,4.424,0.385,0.083,0.533,1269.582,33.79,53.069,30.19,-3.6,65.78,174.2501295
1732,N534,26,4,52:00:07:fc,7/24/20,15:08:05,0.00048,0.0052,191.351,0.092,0.445,0.373,0.182,0.502,2.057,0.615,8.816,0.133,0.537,0.33,1115.629,35.86,54.54,31.01,-4.85,66.88,223.4047073
1732,N534,26,4,41:00:13:09,7/28/20,17:32:15,0.0001,0.003,329.361,0.033,0.511,0.325,0.164,0.64,1.989,0.62,3.164,1.092,0.06,-0.152,215.701,36.15,40.613,30.93,-5.22,57.08,49.60044495
1732,N534,26,4,41:00:13:09,7/23/20,15:16:33,0.00017,0.0042,238.169,0.04,0.595,0.214,0.192,0.636,1.117,0.697,3.386,0.77,0.227,0.003,631.675,33.91,52.713,29.65,-4.26,61.34,169.1309813
1733,NK807,26,5,41:00:13:09,7/28/20,17:32:49,0.00103,0.0052,190.605,0.196,0.321,0.57,0.109,0.603,5.218,0.44,-0.604,-1.713,7.606,-4.893,1617.97,36.17,40.232,33.11,-3.06,51.75,233.7157665
1733,NK807,27,5,52:00:07:fc,7/24/20,15:08:41,0.00055,0.0043,233.475,0.128,0.46,0.368,0.172,0.546,2.132,0.609,3.431,0.593,0.259,0.148,1115.679,35.9,54.649,32.25,-3.65,71.34,230.945553
1733,NK807,27,5,41:00:13:09,7/23/20,15:17:11,0.00056,0.0052,192.69,0.108,0.488,0.31,0.203,0.493,1.528,0.659,4.071,0.582,0.34,0.077,600.167,34.01,52.867,29.61,-4.4,64.77,131.7966732
1734,NY6371,27,6,52:00:07:fc,7/24/20,15:09:20,0.00066,0.0133,74.932,0.049,0.396,0.418,0.185,0.438,2.256,0.6,3.13,0.233,-0.314,1.081,1228.461,35.93,54.317,32.03,-3.9,64.37,218.9117502
1734,NY6371,27,6,41:00:13:09,7/28/20,17:33:24,0.00076,0.0058,171.461,0.13,0.364,0.446,0.19,0.393,2.346,0.593,4.159,0.399,0.306,0.296,1057.79,36.21,41.35,31.19,-5.02,62.82,173.266002
1734,NY6371,27,6,41:00:13:09,7/23/20,15:17:46,6.00E-05,0.0027,372.573,0.022,0.584,0.207,0.209,0.573,0.99,0.71,2.777,1.259,-0.481,0.221,164.25,34.09,52.746,28.53,-5.56,54.85,43.1649
1735,Mo15W,27,7,52:00:07:fc,7/24/20,15:10:01,0.0005,0.0043,232.273,0.116,0.41,0.374,0.216,0.389,1.735,0.641,0.425,5.081,-5.707,1.626,1304.926,35.96,53.821,31.01,-4.95,65.54,240.758847
1735,Mo15W,27,7,41:00:13:09,7/28/20,17:33:57,0.00123,0.0063,159.186,0.196,0.286,0.624,0.09,0.65,6.921,0.381,5.506,0.241,0.386,0.374,1234.013,36.24,41.521,34.29,-1.95,59.35,158.8174731
1735,Mo15W,27,7,41:00:13:09,7/23/20,15:18:23,0.00083,0.0048,207.254,0.172,0.372,0.484,0.144,0.53,3.364,0.528,3.551,0.433,0.276,0.291,1031.481,34.2,53.376,31.93,-2.27,50.41,172.6699194
1736,LH93,27,8,41:00:13:09,7/28/20,17:34:30,0.00093,0.006,167.241,0.156,0.312,0.475,0.213,0.301,2.234,0.601,5.013,0.418,0.234,0.348,1489.603,36.27,41.02,31.43,-4.84,66.12,209.1402612
1736,LH93,27,8,52:00:07:fc,7/24/20,15:10:40,0.00139,0.0073,137.511,0.191,0.389,0.293,0.318,0.25,0.923,0.717,4.873,0.599,0.461,-0.06,1156.722,35.99,55.181,33.03,-2.96,76.91,202.4841861
1736,LH93,27,8,41:00:13:09,7/23/20,15:18:58,0.00051,0.0056,177.606,0.091,0.451,0.353,0.196,0.472,1.803,0.635,-0.836,-1.871,6.666,-3.795,752.756,34.27,52.184,29.51,-4.76,63.07,152.7718302
1737,NC264,27,9,52:00:07:fc,7/24/20,15:11:17,0.00036,0.0044,228.043,0.082,0.515,0.302,0.183,0.575,1.647,0.648,3.042,0.613,-0.172,0.559,711.963,36.04,55.349,33.37,-2.67,71.95,164.9974253
1737,NC264,27,9,41:00:13:09,7/23/20,15:19:32,0.00167,0.013,76.67,0.128,0.414,0.366,0.22,0.385,1.659,0.647,3.339,0.288,-0.175,0.887,1037.696,34.34,51.87,29.05,-5.29,64.18,193.3227648
1737,NC264,27,9,41:00:13:09,7/28/20,17:35:02,0.00065,0.0053,188.205,0.122,0.434,0.42,0.145,0.612,2.893,0.556,6.02,0.399,0.405,0.196,856.432,36.29,38.839,28.57,-7.72,53.09,167.2611696
1738,C102,27,10,52:00:07:fc,7/24/20,15:11:52,0.00045,0.0043,234.376,0.105,0.453,0.387,0.16,0.581,2.419,0.588,0.926,1.204,-1.522,1.319,1317.011,36.09,54.787,32.15,-3.94,70.32,268.4726924
1738,C102,27,10,41:00:13:09,7/28/20,17:35:33,0.00041,0.0029,339.474,0.139,0.369,0.486,0.145,0.522,3.349,0.529,6.736,0.338,0.497,0.166,1225.487,36.29,39.295,29.61,-6.68,58.54,203.4921164
1738,C102,27,10,41:00:13:09,7/23/20,15:20:13,0.00101,0.0128,78.334,0.079,0.412,0.349,0.239,0.354,1.464,0.664,3.61,0.55,0.224,0.226,572.193,34.42,51.915,28.57,-5.85,59.52,106.0845822
1739,PHK93,27,11,52:00:07:fc,7/24/20,15:12:30,0.00042,0.0034,289.97,0.122,0.485,0.327,0.188,0.527,1.733,0.641,-0.647,-3.406,1.095,3.311,1024.725,36.12,54.605,31.33,-4.79,66.02,223.6462313
1739,PHK93,27,11,41:00:13:09,7/23/20,15:20:48,0.00091,0.0044,228.283,0.208,0.31,0.501,0.189,0.337,2.653,0.572,3.979,0.482,0.181,0.337,1098.348,34.44,49.156,30.93,-3.51,65.31,153.219546
1739,PHK93,27,11,41:00:13:09,7/28/20,17:36:47,0.00042,0.0035,289.855,0.122,0.602,0.229,0.169,0.73,1.356,0.674,3.329,0.385,0.495,0.12,391.785,36.23,39.59,31.77,-4.46,48.82,106.1345565
1740,NO._380,27,12,41:00:13:09,7/28/20,17:37:22,0.00108,0.0053,187.906,0.203,0.326,0.558,0.116,0.578,4.824,0.456,4.543,0.477,0.135,0.388,1481.24,36.18,39.093,30.97,-5.21,61.95,217.297908
1740,NO._380,27,12,52:00:07:fc,7/24/20,15:13:09,0.00064,0.0038,261.204,0.167,0.401,0.458,0.141,0.585,3.261,0.534,4.426,1.006,-0.204,0.198,1137.421,36.16,54.285,32.67,-3.49,69.41,205.2476195
1740,NO._380,27,12,41:00:13:09,7/23/20,15:21:26,0.00051,0.0057,175.937,0.09,0.558,0.263,0.179,0.637,1.468,0.664,1.747,1.811,-0.614,-0.197,408.187,34.47,49.492,29.15,-5.32,61.82,102.4957557
1741,PHHB9,27,13,41:00:13:09,7/28/20,17:37:53,0.00087,0.0053,189.242,0.165,0.273,0.598,0.129,0.433,4.625,0.465,6.309,0.232,0.32,0.448,1857.141,36.16,39.884,30.51,-5.65,67.61,228.1497719
1741,PHHB9,27,13,41:00:13:09,7/23/20,15:21:58,0.00045,0.0043,231.823,0.104,0.4,0.432,0.167,0.49,2.582,0.577,4.525,0.33,0.383,0.287,944.841,34.51,49.83,30.05,-4.46,69.28,170.07138
1741,PHHB9,27,13,52:00:07:fc,7/24/20,15:13:48,0.00043,0.0073,137.452,0.059,0.531,0.283,0.187,0.582,1.513,0.66,4.557,0.353,0.475,0.172,873.539,36.2,53.885,31.11,-5.09,73.8,208.7321441
1742,B97,27,14,52:00:07:fc,7/24/20,15:14:26,0.00151,0.0119,84.376,0.127,0.412,0.417,0.171,0.492,2.431,0.587,4.695,0.409,0.438,0.153,1076.612,36.23,51.988,29.79,-6.44,80.78,199.6038648
1742,B97,27,14,41:00:13:09,7/23/20,15:22:35,0.00079,0.0074,135.916,0.107,0.381,0.435,0.184,0.425,2.368,0.592,9.703,0.08,0.688,0.232,1067.198,34.54,49.714,29.51,-5.03,64.63,182.9710971
1742,B97,27,14,41:00:13:09,7/28/20,17:38:27,0.00074,0.0052,190.99,0.141,0.384,0.436,0.18,0.436,2.42,0.588,-35.839,-0.291,1.009,0.282,1053.143,36.16,40.375,29.37,-6.79,66.16,181.9831104
1743,PH207,27,15,41:00:13:09,7/23/20,15:23:16,0.00082,0.0044,227.818,0.187,0.408,0.435,0.157,0.532,2.769,0.564,3.324,0.81,0.107,0.083,1082.606,34.54,49.048,29.83,-4.71,67.56,198.7664616
1743,PH207,27,15,52:00:07:fc,7/24/20,15:15:02,0.00012,0.0103,96.874,0.012,0.572,0.261,0.168,0.699,1.555,0.656,3.233,1.019,-0.108,0.088,273.395,36.26,52.722,32.89,-3.37,78.61,70.371873
1743,PH207,27,15,41:00:13:09,7/28/20,17:39:00,0.0015,0.008,125.239,0.188,0.368,0.499,0.133,0.566,3.744,0.507,-6.459,-0.675,1.621,0.055,1444.464,36.19,40.988,30.61,-5.58,61.76,239.2032384
1744,DKIB02,27,16,41:00:13:09,7/23/20,15:23:53,0.00021,0.0044,227.201,0.048,0.592,0.223,0.186,0.654,1.199,0.689,3.709,0.988,0.065,-0.053,239.353,34.59,50.232,29.69,-4.9,59.73,63.7636392
1744,DKIB02,27,16,52:00:07:fc,7/24/20,15:15:37,0.00043,0.0057,175.593,0.076,0.552,0.274,0.174,0.649,1.576,0.655,4.594,0.628,0.533,-0.161,594.638,36.29,52.703,30.79,-5.5,68.11,147.7080792
1744,DKIB02,27,16,41:00:13:09,7/28/20,17:39:32,0.00078,0.0063,159.114,0.124,0.391,0.451,0.158,0.505,2.844,0.559,3.517,0.804,0.355,-0.159,668.386,36.23,42.011,30.47,-5.76,63.81,117.6025167
1745,PHAA0,27,17,41:00:13:09,7/28/20,17:40:03,0.00114,0.0071,140.878,0.161,0.292,0.604,0.105,0.571,5.772,0.419,4.592,0.644,0.027,0.329,1452.001,36.3,42.509,33.23,-3.07,64.53,190.7929314
1745,PHAA0,27,17,52:00:07:fc,7/24/20,15:16:11,0.00146,0.0118,84.921,0.124,0.4,0.336,0.265,0.309,1.269,0.683,2.257,1.7,-0.217,-0.484,924.979,36.31,52.449,31.93,-4.38,78.58,166.49622
1745,PHAA0,27,17,41:00:13:09,7/23/20,15:24:34,0.00109,0.0117,85.538,0.093,0.412,0.37,0.218,0.386,1.692,0.644,5.013,0.529,0.191,0.28,717.483,34.64,49.392,29.23,-5.41,65.71,133.0213482
1746,PHW52,27,18,41:00:13:09,7/23/20,15:25:11,0.00079,0.0051,196.863,0.156,0.368,0.505,0.128,0.589,3.948,0.497,3.823,0.786,0.044,0.17,1204.519,34.73,48.877,29.83,-4.9,68.37,199.4683464
1746,PHW52,27,18,52:00:07:fc,7/24/20,15:16:49,0.00055,0.004,252.523,0.139,0.464,0.379,0.156,0.609,2.427,0.587,3.171,0.651,0.222,0.127,1066.969,36.34,53.531,32.41,-3.93,77.62,222.7831272
1746,PHW52,27,18,41:00:13:09,7/28/20,17:40:38,-4.00E-05,0.1715,5.829,0,0.438,0.404,0.158,0.569,2.565,0.578,4.204,0.904,0.622,-0.526,303.527,36.39,42.72,32.59,-3.8,65.07,59.8251717
1747,N523,27,19,52:00:07:fc,7/24/20,15:17:28,0.00093,0.0057,176.017,0.164,0.468,0.344,0.188,0.51,1.826,0.633,1.005,3.195,-2.374,0.18,999.94,36.37,52.838,30.83,-5.54,77.11,210.587364
1747,N523,27,19,41:00:13:09,7/23/20,15:25:43,0.00044,0.0058,172.558,0.076,0.489,0.326,0.185,0.541,1.76,0.639,4.373,0.531,0.251,0.217,590.945,34.77,49.215,26.93,-7.84,64.06,130.0374473
1747,N523,27,19,41:00:13:09,7/28/20,17:41:11,0.00103,0.0055,182.294,0.188,0.276,0.612,0.113,0.501,5.426,0.432,2.105,1.398,-0.453,0.055,1740.178,36.47,39.946,31.55,-4.92,58.64,216.1301076
1748,DE1,27,20,52:00:07:fc,7/24/20,15:18:08,0.00048,0.003,335.267,0.161,0.432,0.401,0.167,0.53,2.4,0.589,2.334,0.565,0.003,0.433,1207.584,36.41,52.356,31.63,-4.78,70.71,234.7543296
1748,DE1,27,20,41:00:13:09,7/23/20,15:26:24,0.00065,0.0048,209.964,0.136,0.414,0.37,0.216,0.392,1.714,0.643,2.85,0.586,0.267,0.146,1012.034,34.8,49.671,29.01,-5.79,62.31,188.5419342
1748,DE1,27,20,41:00:13:09,7/28/20,17:41:47,0.00182,0.0082,122.203,0.222,0.328,0.438,0.234,0.287,1.87,0.63,4.342,0.569,0.156,0.276,1351.731,36.54,39.664,29.87,-6.67,68.87,199.5154956
1749,PHKE6,27,21,41:00:13:09,7/28/20,17:42:17,0.00099,0.0047,211.636,0.21,0.355,0.487,0.157,0.463,3.098,0.544,1.803,0.462,0.113,0.424,1646.018,36.59,40.375,31.99,-4.6,59.95,262.9513755
1749,PHKE6,27,21,52:00:07:fc,7/24/20,15:18:53,0.00065,0.0036,275.199,0.179,0.516,0.276,0.208,0.508,1.328,0.677,8.411,0.542,0.745,-0.287,911.263,36.45,52.722,30.69,-5.76,74.45,211.5952686
1749,PHKE6,27,21,41:00:13:09,7/23/20,15:26:59,0.00035,0.0039,253.857,0.089,0.564,0.242,0.194,0.596,1.248,0.685,3.349,1.025,0.022,-0.046,399.275,34.84,49.806,29.75,-5.09,64.69,101.335995
1750,PHV78,27,22,41:00:13:09,7/28/20,17:42:50,0.0007,0.0045,223.848,0.157,0.35,0.491,0.159,0.45,3.081,0.545,5.398,0.624,0.281,0.095,1210.28,36.64,39.828,30.11,-6.53,63.73,190.6191
1750,PHV78,27,22,41:00:13:09,7/23/20,15:27:40,0.00038,0.0041,246.832,0.094,0.555,0.226,0.219,0.52,1.034,0.706,3.114,0.797,0.293,-0.09,478.493,34.88,49.668,30.19,-4.69,66.01,119.5036268
1750,PHV78,27,22,52:00:07:fc,7/24/20,15:19:38,0.00069,0.0049,205.01,0.141,0.528,0.294,0.178,0.607,1.651,0.648,3.01,1.868,0.14,-1.007,834.182,36.49,53.154,30.97,-5.52,69.65,198.2016432
1751,33-16,27,23,41:00:13:09,7/23/20,15:28:14,0.00033,0.0027,373.714,0.123,0.42,0.393,0.187,0.46,2.105,0.611,3.27,0.745,0.12,0.135,702.071,34.92,50.459,30.61,-4.31,55.92,132.691419
1751,33-16,27,23,52:00:07:fc,7/24/20,15:20:14,0.00047,0.0049,205.357,0.097,0.421,0.387,0.192,0.449,2.017,0.618,4.575,0.364,0.111,0.524,929.556,36.52,52.277,30.33,-6.19,75.32,176.1043842
1751,33-16,27,23,41:00:13:09,7/28/20,17:43:24,0.00052,0.0041,242.026,0.126,0.336,0.507,0.157,0.439,3.227,0.536,5.143,0.556,0.238,0.207,1176.971,36.69,40.42,29.29,-7.4,69.48,177.9580152
1752,B97,27,24,52:00:07:fc,7/24/20,15:20:53,0.0009,0.0059,168.637,0.152,0.457,0.319,0.223,0.419,1.43,0.668,2.953,0.689,-0.107,0.418,939.599,36.52,52.195,31.43,-5.09,72.71,193.2285344
1752,B97,27,24,41:00:13:09,7/28/20,17:43:58,0.00092,0.0062,161.832,0.149,0.31,0.546,0.144,0.44,3.787,0.505,2.934,1.114,-0.42,0.306,1628.758,36.74,41.001,29.83,-6.91,67.65,227.211741
1752,B97,27,24,41:00:13:09,7/23/20,15:28:55,0.00076,0.0062,160.568,0.122,0.373,0.482,0.144,0.529,3.34,0.529,4.069,0.463,0.283,0.254,955.88,35.01,51.826,31.25,-3.76,54.74,160.444458
1753,H5,27,25,41:00:13:09,7/23/20,15:29:32,0.00117,0.0103,97.024,0.114,0.429,0.343,0.228,0.386,1.509,0.66,4.083,0.518,0.174,0.308,752.733,35.08,50.274,29.51,-5.57,61.34,145.3151057
1753,H5,27,25,41:00:13:09,7/28/20,17:44:30,0.00143,0.007,143.045,0.205,0.272,0.617,0.11,0.506,5.594,0.425,4.046,0.278,-0.048,0.769,1543.064,36.78,41.904,32.81,-3.97,63.11,188.8710336
1753,H5,27,25,52:00:07:fc,7/24/20,15:21:26,0.00071,0.0093,107.267,0.076,0.47,0.339,0.192,0.503,1.768,0.638,5.268,0.691,0.478,-0.169,978.298,36.52,51.025,31.19,-5.33,74.6,206.910027
1754,80-2,27,26,52:00:07:fc,7/24/20,15:22:05,0.00118,0.0092,108.389,0.128,0.411,0.326,0.263,0.32,1.241,0.685,2.72,0.563,0.116,0.321,1267.108,36.55,51.921,31.43,-5.12,76.83,234.3516246
1754,80-2,27,26,41:00:13:09,7/23/20,15:30:09,0.0007,0.0044,225.485,0.158,0.393,0.434,0.172,0.467,2.519,0.581,4.626,0.413,0.438,0.148,1058.685,35.14,48.169,30.05,-5.09,68.33,187.2284423
1754,80-2,27,26,41:00:13:09,7/28/20,17:45:03,0.00059,0.0065,152.758,0.09,0.406,0.343,0.251,0.331,1.363,0.674,-21.851,-0.001,1.134,-0.134,721.391,36.83,42.174,29.11,-7.72,68.83,131.7981357
1755,A340,27,27,52:00:07:fc,7/24/20,15:22:46,0.00038,0.0033,306.837,0.117,0.503,0.313,0.184,0.558,1.696,0.644,3.003,0.392,0.174,0.434,1064.446,36.6,52.379,31.99,-4.61,74.6,240.9373521
1755,A340,27,27,41:00:13:09,7/23/20,15:30:44,0.00043,0.0041,242.225,0.104,0.399,0.413,0.188,0.434,2.193,0.604,3.597,0.351,0.265,0.383,983.921,35.17,49.091,30.79,-4.38,50.33,176.6630156
1755,A340,27,27,41:00:13:09,7/28/20,17:45:36,0.00067,0.0053,188.761,0.126,0.403,0.467,0.131,0.632,3.573,0.516,4,0.524,0.228,0.248,973.211,36.91,43.38,33.49,-3.42,60.7,176.4918149
1756,ND246,27,28,41:00:13:09,7/28/20,17:46:10,0.00072,0.006,166.271,0.12,0.417,0.416,0.167,0.511,2.491,0.583,0.814,3.825,-4.686,1.861,835.084,36.99,42.331,29.15,-7.84,66.78,156.7035126
1756,ND246,27,28,41:00:13:09,7/23/20,15:31:22,0.00124,0.0075,132.51,0.164,0.386,0.443,0.171,0.463,2.59,0.576,8.094,0.36,0.572,0.068,1079.359,35.22,49.035,27.89,-7.33,66.95,187.4846583
1756,ND246,27,28,52:00:07:fc,7/24/20,15:23:25,0.00101,0.0063,159.958,0.162,0.413,0.394,0.194,0.437,2.034,0.617,4.715,0.584,0.184,0.232,1111.327,36.64,51.885,31.29,-5.35,80,206.540123
1757,Mo28W,27,1,41:00:12:f5,7/28/20,17:30:47,0.00139,0.0061,163.418,0.227,0.27,0.592,0.138,0.399,4.283,0.48,3.735,0.454,-0.041,0.587,1607.691,35.56,41.725,32.25,-3.31,71.52,195.3344565
1757,Mo28W,27,1,52:00:07:fc,7/24/20,15:25:12,0.00058,0.005,199.284,0.116,0.43,0.393,0.176,0.501,2.233,0.602,2.03,0.645,-1.04,1.395,1130.831,36.63,51.85,31.59,-5.04,65.49,218.8157985
1757,Mo28W,27,1,41:00:13:09,7/23/20,15:33:10,0.00046,0.0042,239.044,0.11,0.396,0.428,0.176,0.46,2.429,0.587,2.904,0.713,0.034,0.253,878.135,35.21,49.728,30.75,-4.46,64.39,156.483657
1758,OC19,27,2,41:00:12:f5,7/28/20,17:31:30,0.00117,0.0053,189.109,0.221,0.26,0.622,0.118,0.453,5.281,0.437,2.31,0.604,-0.459,0.854,1736.304,35.56,41.506,34.81,-0.75,73.37,203.147568
1758,OC19,27,2,41:00:13:09,7/23/20,15:33:47,0.0008,0.005,198.835,0.159,0.344,0.488,0.167,0.422,2.917,0.555,4.35,0.453,0.24,0.307,1196.8,35.24,48.788,30.43,-4.81,63.37,185.26464
1758,OC19,27,2,52:00:07:fc,7/24/20,15:25:49,0.00114,0.0104,96.267,0.11,0.442,0.322,0.236,0.383,1.363,0.674,2.323,1.785,-0.216,-0.568,1018.506,36.65,51.631,31.73,-4.92,79.49,202.5808434
1759,WR3,27,3,41:00:13:09,7/23/20,15:34:27,0.00087,0.0059,168.711,0.147,0.329,0.539,0.131,0.514,4.107,0.489,3.425,0.469,0.23,0.301,1023.485,35.31,48.808,31.99,-3.32,57.19,151.5269543
1759,WR3,27,3,41:00:12:f5,7/28/20,17:31:59,0.00086,0.0052,193.311,0.166,0.28,0.591,0.129,0.447,4.597,0.466,4.824,0.085,-1.468,2.383,1561.73,35.59,42.429,33.29,-2.3,64.6,196.77798
1759,WR3,27,3,52:00:07:fc,7/24/20,15:26:35,0.00134,0.0098,101.889,0.137,0.398,0.401,0.201,0.405,1.988,0.62,3.022,0.572,0.054,0.375,1010.749,36.67,52.516,32.11,-4.56,70.19,181.0251459
1760,A797NW,27,4,41:00:13:09,7/23/20,15:35:12,0.00042,0.0027,375.867,0.158,0.269,0.476,0.256,0.215,1.861,0.63,3.783,0.417,0.214,0.37,1364.917,35.36,48.717,29.87,-5.49,64.07,165.2232029
1760,A797NW,27,4,41:00:12:f5,7/28/20,17:32:29,0.00098,0.0063,159.214,0.156,0.298,0.389,0.313,0.195,1.246,0.685,3.675,0.446,0.357,0.197,1639.384,35.63,42.311,31.59,-4.04,72.35,219.8413944
1760,A797NW,27,4,52:00:07:fc,7/24/20,15:27:09,0.00069,0.0052,190.627,0.132,0.369,0.35,0.281,0.269,1.246,0.685,4.264,0.235,0.749,0.015,1074.315,36.71,52.333,31.73,-4.98,73.79,178.3900058
1761,PHW80,27,5,41:00:13:09,7/23/20,15:35:53,0.00103,0.0052,191.526,0.197,0.312,0.542,0.145,0.44,3.734,0.508,4.43,0.569,0.164,0.267,1400.439,35.41,48.854,32.15,-3.26,68.22,196.6216356
1761,PHW80,28,5,52:00:07:fc,7/24/20,15:27:49,0.00091,0.0072,139.586,0.127,0.516,0.263,0.221,0.478,1.19,0.69,7.982,0.352,0.61,0.037,766.247,36.75,53.369,31.01,-5.74,77.29,177.9225534
1761,PHW80,28,5,41:00:12:f5,7/28/20,17:33:00,0.00194,0.0099,101.266,0.196,0.321,0.404,0.275,0.239,1.466,0.664,3.73,0.602,-0.003,0.401,1574.833,35.68,42.787,31.15,-4.53,76.11,227.4846269
1762,Oh7B,28,6,41:00:13:09,7/23/20,15:36:29,0.00029,0.0032,308.262,0.089,0.449,0.383,0.168,0.547,2.277,0.598,2.858,0.705,0.162,0.132,915.253,35.48,49.898,30.75,-4.73,58.32,184.9268687
1762,Oh7B,28,6,52:00:07:fc,7/24/20,15:28:25,0.00024,0.0027,377.317,0.091,0.494,0.346,0.16,0.635,2.17,0.606,3.172,0.196,0.332,0.472,636.188,36.77,53.233,33.55,-3.22,62.77,141.4245924
1762,Oh7B,28,6,41:00:12:f5,7/28/20,17:33:29,0.00093,0.0048,210.218,0.196,0.336,0.485,0.179,0.384,2.702,0.569,3.023,0.622,-0.321,0.7,1433.68,35.73,42.115,31.01,-4.72,74.51,216.772416
1763,B97,28,7,52:00:07:fc,7/24/20,15:29:52,0.00055,0.0048,206.967,0.114,0.481,0.34,0.18,0.548,1.89,0.628,2.119,1.044,-0.819,0.775,1030.646,36.85,52.467,31.81,-5.04,77.52,223.0833267
1763,B97,28,7,41:00:12:f5,7/28/20,17:34:00,0.00086,0.0053,189.129,0.163,0.341,0.508,0.151,0.465,3.371,0.527,-1.562,-1.266,6.09,-3.824,1468.533,35.79,42.567,31.67,-4.12,50.32,225.3463889
1763,B97,28,7,41:00:13:09,7/23/20,15:37:08,0.00099,0.0063,158.951,0.157,0.357,0.468,0.174,0.42,2.686,0.57,2.766,0.563,-0.302,0.739,1234.107,35.55,49.871,29.51,-6.04,62.97,198.2592896
1764,A572,28,8,52:00:07:fc,7/24/20,15:30:34,0.00083,0.0062,160.029,0.133,0.415,0.361,0.224,0.38,1.615,0.651,1.265,1.063,-1.415,1.352,1055.408,36.86,51.909,33.03,-3.83,71.51,197.097444
1764,A572,28,8,41:00:13:09,7/23/20,15:37:46,0.00078,0.0044,226.601,0.177,0.354,0.515,0.131,0.556,3.94,0.497,2.23,1.297,-0.489,0.192,1170.984,35.61,48.91,32.41,-3.2,57.26,186.5377512
1764,A572,28,8,41:00:12:f5,7/28/20,17:34:31,-0.02159,0.2766,3.615,-0.078,0.282,0.349,0.369,0.156,0.947,0.715,6.406,0.363,0.754,-0.117,1337.138,35.85,43.179,32.93,-2.92,78.23,169.6828122
1765,4554_INBRED,28,9,41:00:12:f5,7/28/20,17:35:01,0.00093,0.0061,164,0.153,0.435,0.396,0.168,0.53,2.35,0.593,-4.206,-0.691,2.632,-0.941,998.178,35.91,43.522,30.37,-5.54,69.28,195.3933435
1765,4554_INBRED,28,9,41:00:13:09,7/23/20,15:38:25,0.00107,0.0118,84.99,0.091,0.452,0.319,0.229,0.404,1.39,0.671,4.73,0.513,0.319,0.168,531.932,35.7,49.35,30.57,-5.13,60.35,108.1949688
1765,4554_INBRED,28,9,52:00:07:fc,7/24/20,15:31:08,0.00052,0.0041,244.03,0.127,0.531,0.281,0.188,0.58,1.497,0.662,10.536,0.18,0.664,0.157,1021.159,36.88,51.019,31.07,-5.81,72.77,244.0059431
