PlotID,Genotype,Row,Column,Device_ID,Day,hour,ECS_.mAU,ECS_tau,gH.,vH.,Phi2,PhiNPQ,PhiNO,qL,NPQt,FvP_over_FmP,PS1_Active.Centers,PS1_Open.Centers,PS1_Over.Reduced.Centers,PS1_Oxidized.Centers,Light_Intensity,Ambient_Temperature,Ambient_Humidity,Leaf_Temperature,Leaf_Temperature_Differential,Relative_Chlorophyll,LEF
1200,PHT73,8,4,41:00:12:f5,7/28/20,15:02:44,0.00113,0.0083,120.085,0.136,0.278,0.508,0.214,0.267,2.374,0.591,3.945,0.432,0.082,0.487,1367.82,32.56,50.894,26.79,-5.77,74.14,171.114282
1200,PHT73,8,4,63:00:12:df,7/25/20,13:32:57,0.00054,0.0049,203.706,0.11,0.533,0.277,0.189,0.577,1.464,0.665,3.711,1.071,0.088,-0.159,385.007,28.02,67.431,29.93,1.91,62.04,92.34392895
1201,B97,8,5,41:00:08:7f,7/24/20,15:13:02,0.00115,0.0061,163.613,0.188,0.338,0.54,0.121,0.571,4.45,0.472,17.601,0.176,0.829,-0.005,1404.514,35.79,54.485,31.89,-3.9,75.57,213.6265794
1201,B97,8,5,41:00:12:f5,7/28/20,15:03:13,0.00191,0.015,66.697,0.127,0.307,0.382,0.311,0.202,1.231,0.686,4.056,0.338,0.234,0.427,1200.808,32.6,50.144,27.03,-5.57,69.13,165.8916252
1201,B97,8,5,63:00:12:df,7/25/20,13:33:33,0.00077,0.0061,163.068,0.126,0.419,0.389,0.192,0.448,2.026,0.617,6.233,0.531,0.527,-0.057,823.831,28.35,67.327,30.51,2.16,65.61,155.3333351
1202,HP301,8,6,41:00:12:f5,7/28/20,15:03:47,0.00117,0.0064,155.903,0.182,0.35,0.512,0.138,0.521,3.716,0.509,6.555,0.217,0.378,0.405,1063.42,32.68,48.736,30.33,-2.35,63.02,167.48865
1202,HP301,8,6,63:00:12:df,7/25/20,13:34:11,0.00036,0.0043,231.128,0.083,0.559,0.205,0.235,0.487,0.872,0.723,-1.941,-0.428,4.465,-3.036,510.895,28.69,66.018,28.81,0.12,56.32,128.5156373
1202,HP301,8,6,41:00:08:7f,7/24/20,15:13:38,0.0007,0.0069,145.337,0.102,0.472,0.378,0.151,0.641,2.504,0.582,7.721,0.341,0.789,-0.13,874.789,35.9,53.62,31.59,-4.31,61.48,185.8051836
1203,Mo5,8,7,41:00:08:7f,7/24/20,15:14:10,0.00056,0.0046,215.895,0.121,0.509,0.307,0.184,0.565,1.664,0.647,1.154,0.381,-1.603,2.223,714.576,35.97,52.796,30.29,-5.68,71.23,163.6736328
1203,Mo5,8,7,41:00:12:f5,7/28/20,15:04:21,0.0015,0.0094,105.954,0.159,0.313,0.383,0.304,0.211,1.259,0.684,1.137,3.731,-1.94,-0.791,1315.88,32.77,47.644,27.53,-5.24,75.92,185.341698
1203,Mo5,8,7,63:00:12:df,7/25/20,13:34:47,0.001,0.0081,122.927,0.123,0.447,0.228,0.325,0.281,0.7,0.742,4.502,0.371,0.44,0.189,751.371,29,65.394,28.11,-0.89,60.5,151.1382767
1204,H99,8,8,41:00:12:f5,7/28/20,15:04:55,0.00144,0.0086,116.775,0.168,0.295,0.516,0.189,0.319,2.731,0.567,2.988,1.262,-1.124,0.862,1413.35,32.88,49.395,28.31,-4.57,68.17,187.6222125
1204,H99,8,8,63:00:12:df,7/25/20,13:35:26,0.00087,0.0074,135.486,0.118,0.33,0.313,0.357,0.189,0.878,0.722,2.91,0.934,-0.026,0.092,882.791,29.33,65.192,29.69,0.36,51.96,131.0944635
1204,H99,8,8,41:00:08:7f,7/24/20,15:14:42,0.00087,0.0081,124.209,0.108,0.362,0.469,0.169,0.438,2.773,0.564,2.816,0.7,0.001,0.299,1048.068,36.05,52.096,31.07,-4.98,70.44,170.7302772
1205,W821G,8,9,41:00:12:f5,7/28/20,15:05:36,0.00089,0.0053,187.459,0.167,0.427,0.395,0.177,0.494,2.23,0.602,3.611,0.712,0.209,0.078,625.798,32.99,49.669,28.71,-4.28,71.05,120.2470857
1205,W821G,8,9,41:00:08:7f,7/24/20,15:15:13,0.00024,0.0111,90.235,0.022,0.566,0.257,0.177,0.655,1.452,0.666,-9.974,-0.237,1.543,-0.306,117.815,36.12,52.789,32.51,-3.61,64.55,30.0074805
1205,W821G,8,9,63:00:12:df,7/25/20,13:36:04,0.00038,0.0032,315.772,0.12,0.557,0.211,0.232,0.491,0.907,0.719,3.058,0.834,0.26,-0.094,347.791,29.63,64.743,30.25,0.62,59.35,87.17381415
1206,52220,8,10,63:00:12:df,7/25/20,13:36:40,0.00136,0.0121,82.473,0.112,0.373,0.375,0.252,0.304,1.492,0.662,2.978,0.399,0.232,0.37,726.64,29.92,63.643,30.01,0.09,69.5,121.966524
1206,52220,8,10,41:00:08:7f,7/24/20,15:15:45,0.00066,0.0038,263.526,0.174,0.282,0.617,0.101,0.573,6.125,0.406,2.674,0.343,0.398,0.258,1305.01,36.22,52.069,33.37,-2.85,73.97,165.605769
1206,52220,8,10,41:00:12:f5,7/28/20,15:06:09,0.00172,0.013,76.975,0.132,0.276,0.532,0.192,0.294,2.772,0.564,3.283,0.444,0.403,0.152,1051.221,33.08,49.129,28.35,-4.73,75.7,130.5616482
1207,PHR32,8,11,41:00:12:f5,7/28/20,15:06:37,0.01925,0.151,6.621,0.127,0.424,0.411,0.165,0.526,2.489,0.583,3.75,0.474,0.541,-0.015,539.749,33.13,48.785,29.61,-3.52,72.4,102.9841092
1207,PHR32,8,11,63:00:12:df,7/25/20,13:37:14,0.00058,0.004,247.632,0.144,0.504,0.266,0.23,0.449,1.153,0.694,1.179,1.06,-0.364,0.304,507.334,30.18,62.748,30.15,-0.03,63.26,115.0633512
1207,PHR32,8,11,41:00:08:7f,7/24/20,15:16:16,0.00012,0.0048,207.701,0.025,0.636,0.189,0.175,0.745,1.084,0.701,-18.126,-0.398,1.224,0.173,112.532,36.29,50.683,30.83,-5.46,25.55,32.2066584
1208,DKF274,8,12,63:00:12:df,7/25/20,13:37:49,0.00049,0.0039,256.796,0.126,0.557,0.198,0.245,0.466,0.808,0.73,3.884,0.619,0.451,-0.07,568.256,30.43,61.579,28.85,-1.58,64.8,142.4333664
1208,DKF274,8,12,41:00:12:f5,7/28/20,15:07:11,0.00123,0.0075,132.788,0.163,0.332,0.391,0.278,0.245,1.407,0.67,3.458,0.919,0.063,0.018,1187.015,33.19,47.52,27.81,-5.38,73.96,177.340041
1208,DKF274,8,12,41:00:08:7f,7/24/20,15:16:50,0.00063,0.0038,260.081,0.164,0.465,0.351,0.184,0.518,1.909,0.626,2.853,0.609,0.375,0.017,778.193,36.34,50.518,30.25,-6.09,74.83,162.8368853
1209,C123,8,13,41:00:12:f5,7/28/20,15:07:39,0.00023,0.0085,116.998,0.027,0.544,0.258,0.197,0.565,1.309,0.679,3.552,0.873,0.089,0.038,216.021,33.24,48.389,27.03,-6.21,72.56,52.8819408
1209,C123,8,13,63:00:12:df,7/25/20,13:38:28,0.00178,0.0135,74.109,0.132,0.346,0.278,0.376,0.189,0.739,0.737,-13.291,-0.067,1.35,-0.283,871.941,30.68,59.618,28.85,-1.83,72.61,135.7612137
1209,C123,8,13,41:00:08:7f,7/24/20,15:17:22,0.0007,0.0073,137.891,0.097,0.451,0.413,0.136,0.679,3.033,0.548,5,0.408,0.509,0.083,555.905,36.38,50.294,32.15,-4.23,80.72,112.8209198
1210,LH231,8,14,63:00:12:df,7/25/20,13:39:06,0.00021,0.0046,217.413,0.046,0.584,0.228,0.188,0.638,1.214,0.688,5.697,0.767,0.27,-0.037,179.666,30.92,57.286,28.89,-2.03,61.96,47.2162248
1210,LH231,8,14,41:00:12:f5,7/28/20,15:08:12,0.00156,0.0129,77.772,0.121,0.292,0.453,0.255,0.235,1.779,0.637,8.565,0.039,0.568,0.393,1380.707,33.28,49.39,27.21,-6.07,74.36,181.4248998
1210,LH231,8,14,41:00:08:7f,7/24/20,15:17:55,0.00042,0.0049,203.717,0.086,0.47,0.393,0.138,0.699,2.85,0.559,3.3,1.261,-0.136,-0.124,441.945,36.4,50.147,32.41,-3.99,72.74,93.4713675
1211,T146,8,15,63:00:12:df,7/25/20,13:39:43,0.00061,0.0042,235.457,0.144,0.508,0.283,0.209,0.499,1.356,0.674,6.305,0.428,0.4,0.172,737.568,31.13,56.934,29.11,-2.02,70.27,168.6080448
1211,T146,8,15,41:00:08:7f,7/24/20,15:18:28,0.00086,0.0042,236.495,0.203,0.417,0.435,0.147,0.58,2.95,0.553,4.518,0.376,0.646,-0.023,962.638,36.43,49.407,31.07,-5.36,83.69,180.6390207
1211,T146,8,15,41:00:12:f5,7/28/20,15:08:43,0.00169,0.0142,70.235,0.119,0.308,0.429,0.263,0.24,1.63,0.65,4.021,0.291,0.078,0.63,1136.743,33.33,50.03,28.57,-4.76,78.17,157.5525798
1212,W604S,8,16,63:00:12:df,7/25/20,13:40:24,0.00013,0.0048,206.896,0.027,0.612,0.171,0.217,0.578,0.789,0.732,7.459,0.39,0.671,-0.061,192.472,31.33,55.87,29.11,-2.22,50.45,53.0067888
1212,W604S,8,16,41:00:08:7f,7/24/20,15:19:03,0.00061,0.0059,169.343,0.103,0.434,0.398,0.169,0.526,2.354,0.593,5.569,0.301,0.721,-0.022,614.272,36.46,49.685,32.11,-4.35,65.77,119.9673216
1212,W604S,8,16,41:00:12:f5,7/28/20,15:09:17,0.00086,0.0083,119.821,0.103,0.285,0.417,0.298,0.196,1.398,0.671,3.609,0.38,0.108,0.512,1228.05,33.4,49.402,27.21,-6.19,68.28,157.4974125
1213,W812G,8,17,63:00:12:df,7/25/20,13:41:04,0.00055,0.0045,221.784,0.122,0.563,0.179,0.258,0.448,0.696,0.742,1.359,1.632,-4.367,3.735,523.784,31.51,55.656,27.93,-3.58,71.85,132.7006764
1213,W812G,8,17,41:00:08:7f,7/24/20,15:19:35,0.00067,0.0042,235.774,0.158,0.443,0.367,0.191,0.475,1.92,0.626,0.889,2.43,-2.351,0.922,850.569,36.54,50.392,30.97,-5.57,69.91,169.5609302
1213,W812G,8,17,41:00:12:f5,7/28/20,15:09:49,0.00138,0.0086,116.463,0.161,0.304,0.501,0.195,0.32,2.568,0.578,5.371,0.515,0.266,0.219,1523.438,33.48,49.999,29.23,-4.25,76.89,208.4063184
1214,LH61,8,18,41:00:12:f5,7/28/20,15:10:21,0.00166,0.0112,89.063,0.148,0.286,0.487,0.227,0.258,2.146,0.608,4.436,0.314,0.253,0.434,1514.269,33.53,50.701,28.81,-4.72,75.71,194.8864203
1214,LH61,8,18,41:00:08:7f,7/24/20,15:20:14,0.00101,0.0037,268.602,0.271,0.367,0.513,0.12,0.627,4.272,0.481,5.227,0.625,0.456,-0.081,1318.413,36.6,51.174,33.29,-3.31,76.3,217.735907
1214,LH61,8,18,63:00:12:df,7/25/20,13:41:48,0.0015,0.0503,19.895,0.03,0.63,0.148,0.222,0.582,0.669,0.745,1.215,2.591,-1.508,-0.083,142.426,31.68,56.044,29.01,-2.67,59.97,40.377771
1215,PHR58,8,19,41:00:12:f5,7/28/20,15:10:57,0.00052,0.008,125.013,0.065,0.524,0.261,0.214,0.502,1.221,0.687,5.884,0.489,0.574,-0.063,683.395,33.58,49.481,27.89,-5.69,77.24,161.144541
1215,PHR58,8,19,41:00:08:7f,7/24/20,15:20:47,0.00074,0.0056,177.024,0.131,0.312,0.585,0.104,0.615,5.635,0.424,3.254,0.73,0.084,0.186,1210.857,36.62,50.846,32.11,-4.51,76.48,170.0043228
1215,PHR58,8,19,63:00:12:df,7/25/20,13:42:30,0.00081,0.005,199.076,0.161,0.366,0.48,0.155,0.485,3.102,0.543,3.462,0.655,0.19,0.155,1277.945,31.84,56.751,29.75,-2.09,61.63,210.4775415
1216,B97,8,20,41:00:12:f5,7/28/20,15:11:32,0.00085,0.0056,178.139,0.151,0.334,0.49,0.176,0.39,2.79,0.563,10.616,0.08,0.685,0.235,1273.207,33.62,49.858,29.19,-4.43,64.1,191.3630121
1216,B97,8,20,63:00:12:df,7/25/20,13:43:16,0.00125,0.154,6.494,0.008,0.678,0.086,0.237,0.587,0.362,0.782,-10.895,0.173,7.273,-6.447,130.102,32,52.762,29.01,-2.99,56.61,39.6941202
1216,B97,8,20,41:00:08:7f,7/24/20,15:21:23,0.0004,0.0038,264.593,0.106,0.459,0.408,0.134,0.703,3.05,0.546,4.503,0.303,0.505,0.192,549.897,36.65,49.854,32.41,-4.24,53.48,113.5812254
1217,Oh40B,8,21,41:00:12:f5,7/28/20,15:12:02,0.00083,0.0056,177.714,0.148,0.354,0.51,0.136,0.534,3.745,0.507,3.963,0.536,0.18,0.284,1025.087,33.66,49.047,30.37,-3.29,67.64,163.2963591
1217,Oh40B,8,21,63:00:12:df,7/25/20,13:43:57,0.00099,0.0068,147.904,0.146,0.361,0.356,0.283,0.261,1.256,0.684,4.389,0.43,0.193,0.377,1317.909,32.13,53.383,29.15,-2.98,61.23,214.0943171
1217,Oh40B,8,21,41:00:08:7f,7/24/20,15:22:00,0.00022,0.002,495.974,0.109,0.499,0.351,0.15,0.684,2.348,0.593,3.204,1.555,0.596,-1.151,691.021,36.66,50.198,32.11,-4.55,59.99,155.1687656
1218,B97,8,22,41:00:08:7f,7/24/20,15:22:35,0.00082,0.0043,234.145,0.192,0.308,0.568,0.124,0.509,4.578,0.467,2.298,0.906,-0.556,0.65,1743.331,36.66,50.05,32.63,-4.03,77,241.6256766
1218,B97,8,22,41:00:12:f5,7/28/20,15:12:31,0.00032,0.004,248.77,0.08,0.436,0.397,0.166,0.537,2.386,0.59,2.313,0.57,0.193,0.238,605.725,33.71,48.438,30.29,-3.42,72.25,118.843245
1218,B97,8,22,63:00:12:df,7/25/20,13:44:41,-0.00018,-0.0326,-30.671,0.006,0.584,0.211,0.205,0.583,1.028,0.706,8.148,0.631,0.625,-0.256,242.902,32.25,53.444,27.61,-4.64,66.53,63.8346456
1219,A672,8,23,63:00:12:df,7/25/20,13:45:21,0.00074,0.005,198.193,0.147,0.516,0.306,0.177,0.596,1.728,0.641,13.394,0.305,0.451,0.244,1034.936,32.34,53.787,28.89,-3.45,62.88,240.3121392
1219,A672,8,23,41:00:12:f5,7/28/20,15:13:02,0.00056,0.0092,108.775,0.061,0.513,0.309,0.178,0.589,1.732,0.641,6.308,0.44,0.506,0.054,507.337,33.75,45.256,26.85,-6.9,72.46,117.1187465
1219,A672,8,23,41:00:08:7f,7/24/20,15:23:37,5.00E-05,0.0148,67.72,0.003,0.557,0.294,0.149,0.768,1.977,0.621,7.741,0.561,0.584,-0.145,93.116,36.7,49.483,29.83,-6.87,77.17,23.3395254
1220,INBRED_305,8,24,63:00:12:df,7/25/20,13:46:06,0.00127,0.0105,94.871,0.12,0.477,0.235,0.287,0.34,0.82,0.728,3.504,0.521,0.301,0.179,422.737,32.43,53.905,29.19,-3.24,54.19,90.74049705
1220,INBRED_305,8,24,41:00:08:7f,7/24/20,15:24:24,0.0003,0.0067,148.571,0.045,0.572,0.267,0.161,0.727,1.658,0.647,5.773,0.406,0.479,0.115,593.229,36.69,50.019,30.79,-5.9,64.35,152.6971446
1220,INBRED_305,8,24,41:00:12:f5,7/28/20,15:13:39,0.00031,0.0063,157.752,0.049,0.609,0.198,0.193,0.647,1.03,0.706,5.649,0.479,0.501,0.019,185.877,33.83,47.466,25.87,-7.96,74.27,50.93959185
1221,A96,8,25,41:00:08:7f,7/24/20,15:25:05,0.00025,0.005,201.732,0.05,0.564,0.271,0.165,0.702,1.648,0.648,-6.371,-0.693,1.611,0.082,385.612,36.7,50.433,30.19,-6.51,77.87,97.8683256
1221,A96,8,25,63:00:12:df,7/25/20,13:46:46,0.00054,0.0083,121.15,0.065,0.545,0.232,0.223,0.502,1.043,0.705,4.895,0.495,0.107,0.398,504.2,32.54,54.855,29.11,-3.43,69.41,123.65505
1221,A96,8,25,41:00:12:f5,7/28/20,15:14:08,0.00093,0.0064,156.912,0.146,0.46,0.365,0.175,0.539,2.088,0.612,4.75,0.817,0.193,-0.011,955.101,33.88,49.105,27.93,-5.95,70.75,197.705907
1222,N540,8,26,41:00:08:7f,7/24/20,15:25:37,0.00065,0.004,248.195,0.161,0.332,0.541,0.127,0.534,4.247,0.482,3.16,0.642,0.106,0.251,1371.297,36.71,50.421,30.69,-6.02,66.71,204.8717718
1222,N540,8,26,41:00:12:f5,7/28/20,15:14:44,0.00119,0.0076,131.768,0.157,0.382,0.38,0.239,0.328,1.591,0.653,2.585,0.434,0.01,0.556,1131.041,33.93,48.582,26.35,-7.58,70.02,194.4259479
1222,N540,8,26,63:00:12:df,7/25/20,13:47:27,0.00069,0.0064,156.045,0.108,0.456,0.287,0.257,0.364,1.119,0.697,-8.424,-0.164,1.263,-0.099,777.827,32.67,55.275,28.31,-4.36,63.22,159.6101004
1223,N215,8,27,41:00:12:f5,7/28/20,15:15:24,0.00096,0.008,125.324,0.12,0.349,0.407,0.244,0.293,1.669,0.646,3.288,0.48,0.118,0.402,919.826,33.95,47.634,28.81,-5.14,68.91,144.4586733
1223,N215,8,27,41:00:08:7f,7/24/20,15:26:10,0.0007,0.0052,190.551,0.133,0.302,0.541,0.157,0.395,3.446,0.523,3.605,0.231,0.308,0.461,1761.833,36.72,50.102,30.01,-6.71,75.28,239.4331047
1223,N215,8,27,63:00:12:df,7/25/20,13:48:03,0.00102,0.0067,148.556,0.152,0.398,0.383,0.219,0.373,1.751,0.639,4.772,0.546,0.207,0.247,1219.702,32.77,52.695,29.01,-3.76,65.27,218.4486282
1224,ND260,8,28,41:00:12:f5,7/28/20,15:15:58,0.00031,0.0054,185.019,0.057,0.528,0.295,0.177,0.612,1.666,0.647,4.612,0.79,0.013,0.197,310.402,33.95,46.611,27.61,-6.34,73.73,73.7515152
1224,ND260,8,28,41:00:08:7f,7/24/20,15:26:43,0.00047,0.0046,218.353,0.103,0.381,0.491,0.129,0.606,3.811,0.504,5.595,0.571,0.19,0.239,1226.211,36.73,49.806,31.19,-5.54,69,210.233876
1224,ND260,9,28,63:00:12:df,7/25/20,13:48:39,0.00023,0.0035,287.874,0.066,0.643,0.136,0.221,0.596,0.618,0.751,6.113,0.482,0.521,-0.003,180.976,32.85,52.872,28.25,-4.6,60.37,52.3654056
1225,DK6F545,9,1,41:00:12:f5,7/28/20,15:17:25,0.00165,0.0162,61.825,0.102,0.283,0.441,0.276,0.21,1.599,0.653,5.628,0.113,0.302,0.585,1202.368,33.76,46.05,27.71,-6.05,68.29,153.1215648
1225,DK6F545,9,1,41:00:13:09,7/25/20,14:32:44,0.00025,0.0077,129.827,0.032,0.568,0.234,0.198,0.588,1.181,0.691,4.621,0.414,0.435,0.151,356.312,26.38,71.733,28.39,2.01,70.35,91.0733472
1225,DK6F545,9,1,41:00:08:7f,7/24/20,15:45:30,0.00081,0.0068,147.621,0.12,0.389,0.485,0.125,0.638,3.879,0.5,4.273,0.644,0.22,0.135,905.601,36.88,48.231,32.67,-4.21,71.14,158.5254551
1226,Ky228,9,2,41:00:08:7f,7/24/20,15:44:51,4.00E-05,-0.0048,-208.084,-0.008,0.546,0.301,0.152,0.735,1.978,0.621,1.761,0.464,-0.896,1.432,139.124,36.9,47.662,29.01,-7.89,76.87,34.1827668
1226,Ky228,9,2,41:00:12:f5,7/28/20,15:17:54,0.00162,0.0138,72.651,0.118,0.342,0.35,0.308,0.227,1.136,0.696,4.865,0.35,0.413,0.237,884.214,33.76,46.52,27.61,-6.15,77.51,136.0805346
1226,Ky228,9,2,41:00:13:09,7/25/20,14:33:20,0.00023,0.0045,219.94,0.051,0.58,0.239,0.181,0.656,1.322,0.678,1.055,3.503,-2.83,0.327,128.088,26.74,71.628,29.19,2.45,63.99,33.430968
1227,PHG35,9,3,41:00:13:09,7/25/20,14:33:50,0.00031,0.0047,213.365,0.066,0.51,0.294,0.195,0.535,1.507,0.661,3.984,0.453,0.849,-0.302,398.516,27.06,71.096,30.33,3.27,60.94,91.459422
1227,PHG35,9,3,41:00:08:7f,7/24/20,15:44:17,0.00105,0.0049,202.944,0.213,0.348,0.52,0.132,0.541,3.953,0.496,4.017,0.511,0.161,0.328,1748.609,36.91,47.892,31.81,-5.1,75.84,273.8321694
1227,PHG35,9,3,41:00:12:f5,7/28/20,15:18:26,0.00022,0.0054,185.113,0.041,0.64,0.16,0.2,0.656,0.802,0.73,2.65,0.928,0.494,-0.422,180.01,33.76,46.82,27.49,-6.27,75.54,51.84288
1228,PHK76,9,4,41:00:08:7f,7/24/20,15:43:41,3.00E-05,0.0005,2011.301,0.06,0.546,0.303,0.15,0.746,2.021,0.618,6.759,0.542,0.506,-0.048,140.689,36.9,49.595,31.77,-5.13,73,34.5672873
1228,PHK76,9,4,41:00:13:09,7/25/20,14:34:21,0.00085,0.0074,135.342,0.115,0.484,0.332,0.184,0.54,1.809,0.635,2.616,-1.161,-0.649,2.81,616.725,27.39,69.971,28.71,1.32,62.36,134.322705
1228,PHK76,9,4,41:00:12:f5,7/28/20,15:19:00,0.00166,0.0124,80.861,0.134,0.386,0.382,0.232,0.34,1.647,0.648,4.945,0.517,0.155,0.328,1016.708,33.74,46.169,27.49,-6.25,76.49,176.6021796
1229,Sg_1533,9,5,41:00:08:7f,7/24/20,15:43:06,0.0005,0.0026,380.244,0.19,0.431,0.426,0.143,0.617,2.974,0.551,4.995,0.212,0.675,0.113,961.197,36.88,49.627,30.93,-5.95,64.73,186.4241582
1229,Sg_1533,9,5,41:00:13:09,7/25/20,14:34:53,0.00066,0.0083,120.091,0.079,0.531,0.256,0.213,0.511,1.203,0.689,3.013,0.4,0.449,0.151,341.29,27.7,69.635,27.89,0.19,53.24,81.5512455
1229,Sg_1533,9,5,41:00:12:f5,7/28/20,15:19:35,0.00221,0.0176,56.886,0.126,0.283,0.394,0.323,0.179,1.219,0.687,2.62,0.998,1.27,-1.268,1083.965,33.76,46.964,27.35,-6.41,68.97,138.0429428
1230,CO255,9,6,41:00:08:7f,7/24/20,15:42:29,0.00065,0.004,249.579,0.162,0.364,0.501,0.135,0.554,3.722,0.508,4.731,0.609,0.371,0.019,1434.253,36.85,50.014,31.73,-5.12,75.97,234.9306414
1230,CO255,9,6,41:00:12:f5,7/28/20,15:20:07,0.00115,0.0069,144.621,0.166,0.321,0.546,0.133,0.494,4.097,0.489,3.851,0.609,0.022,0.369,1265.108,33.79,46.943,29.05,-4.74,73.96,182.7448506
1230,CO255,9,6,41:00:13:09,7/25/20,14:35:26,0.00038,0.0034,291.737,0.111,0.463,0.292,0.245,0.386,1.188,0.69,3.371,0.298,-0.359,1.061,582.313,28.03,68.926,29.47,1.44,67.01,121.3249136
1231,Mo7,9,7,41:00:12:f5,7/28/20,15:20:46,0.00085,0.0064,157.308,0.134,0.421,0.396,0.183,0.47,2.161,0.607,3.595,0.366,0.265,0.369,763.935,33.81,46.092,27.99,-5.82,71.51,144.7274858
1231,Mo7,9,7,41:00:08:7f,7/24/20,15:41:54,0.00083,0.0044,224.748,0.187,0.383,0.494,0.123,0.64,4.031,0.492,1.603,0.072,-0.487,1.416,1313.911,36.83,50.617,32.37,-4.46,60.49,226.4525609
1231,Mo7,9,7,41:00:13:09,7/25/20,14:35:56,0.00109,0.0157,63.515,0.069,0.465,0.314,0.221,0.431,1.423,0.668,8.013,0.072,0.745,0.183,590.173,28.32,68.081,27.81,-0.51,53.51,123.4937003
1232,PH5HK,9,8,41:00:08:7f,7/24/20,15:41:17,0.00032,0.0021,477.073,0.153,0.47,0.381,0.149,0.646,2.557,0.578,2.514,1.247,-0.383,0.136,497.699,36.81,49.186,31.85,-4.96,62.76,105.2633385
1232,PH5HK,9,8,41:00:12:f5,7/28/20,15:21:16,0.0014,0.009,110.52,0.155,0.35,0.41,0.24,0.298,1.704,0.643,3.868,0.444,0.08,0.476,996.085,33.83,45.926,28.03,-5.8,71.5,156.8833875
1232,PH5HK,9,8,41:00:13:09,7/25/20,14:36:26,0.0005,0.0042,239.147,0.12,0.502,0.326,0.172,0.6,1.903,0.627,3.402,0.901,0.204,-0.105,422.928,28.62,66.817,31.43,2.81,59.76,95.5394352
1233,W23,9,9,41:00:13:09,7/25/20,14:41:09,-0.00937,0.0041,246.296,-2.308,0.578,0.27,0.152,0.778,1.771,0.638,7.043,0.505,0.323,0.172,482.12,30.53,59.336,30.79,0.26,62.54,125.399412
1233,W23,9,9,41:00:12:f5,7/28/20,15:21:45,0.00146,0.0122,82.052,0.12,0.31,0.488,0.202,0.314,2.412,0.589,3.224,0.446,-0.139,0.693,1134.617,33.87,47.035,27.61,-6.26,75.41,158.2790715
1233,W23,9,9,41:00:08:7f,7/24/20,15:40:41,0.00092,0.0079,127.304,0.117,0.422,0.434,0.143,0.603,3.029,0.548,5.442,0.599,0.072,0.329,628.596,36.78,50.6,30.51,-6.27,77.3,119.3703804
1234,CH753-4,9,10,41:00:08:7f,7/24/20,15:40:03,0.00078,0.0052,193.708,0.151,0.398,0.457,0.145,0.564,3.158,0.54,4.339,0.373,0.214,0.413,1055.102,36.76,49.637,31.29,-5.47,73.35,188.9687682
1234,CH753-4,9,10,41:00:13:09,7/25/20,14:41:50,0.00065,0.006,165.571,0.108,0.477,0.367,0.156,0.626,2.349,0.593,4.742,-1.078,-0.819,2.897,725.927,30.76,58.048,30.05,-0.71,63.68,155.8202306
1234,CH753-4,9,10,41:00:12:f5,7/28/20,15:22:17,0.00094,0.0057,175.04,0.165,0.339,0.535,0.127,0.548,4.227,0.483,3.345,0.527,0.084,0.389,1417.61,33.92,47.029,29.87,-4.05,70.43,216.2564055
1235,B97,9,11,41:00:12:f5,7/28/20,15:22:46,0.00128,0.0081,123.859,0.159,0.373,0.481,0.146,0.525,3.304,0.531,4.831,0.487,0.213,0.3,1131.715,33.96,47.395,29.87,-4.09,74.49,189.9583628
1235,B97,9,11,41:00:13:09,7/25/20,14:42:20,0.00038,0.0049,205.094,0.078,0.486,0.338,0.176,0.566,1.925,0.625,4.207,0.541,0.422,0.037,570.427,30.91,58.091,29.51,-1.4,65.85,124.7523849
1235,B97,9,11,41:00:08:7f,7/24/20,15:39:27,0.00045,0.0041,246.269,0.111,0.408,0.472,0.12,0.697,3.933,0.497,4.984,0.918,0.362,-0.28,729.516,36.76,49.329,32.71,-4.05,73.44,133.9391376
1236,NC328,9,12,41:00:12:f5,7/28/20,15:23:18,0.00164,0.0149,67.087,0.11,0.343,0.415,0.242,0.291,1.715,0.643,4.063,0.528,0.184,0.288,1022.592,34.02,47.521,28.43,-5.59,76.63,157.8370752
1236,NC328,9,12,41:00:13:09,7/25/20,14:42:53,0.00015,0.0033,300.918,0.045,0.615,0.202,0.183,0.691,1.106,0.699,8.505,0.189,0.713,0.098,108.832,31.09,57.535,28.31,-2.78,69.22,30.119256
1236,NC328,9,12,41:00:08:7f,7/24/20,15:38:52,0.00092,0.0055,182.734,0.168,0.378,0.495,0.126,0.613,3.917,0.498,2.24,1.483,-0.255,-0.227,1064.703,36.78,48.918,32.37,-4.41,79.25,181.1059803
1237,B97,9,13,41:00:13:09,7/25/20,14:43:23,9.00E-05,0.0017,582.793,0.052,0.57,0.245,0.185,0.63,1.319,0.678,4.755,0.6,0.418,-0.018,145.03,31.24,57.896,29.05,-2.19,69.22,37.200195
1237,B97,9,13,41:00:08:7f,7/24/20,15:38:09,0.00092,0.0053,188.551,0.173,0.3,0.603,0.097,0.635,6.236,0.403,0.477,4.423,-5.706,2.283,1375.708,36.8,49.046,32.29,-4.51,60.76,185.72058
1237,B97,9,13,41:00:12:f5,7/28/20,15:23:53,0.00106,0.0095,105.814,0.112,0.415,0.399,0.186,0.458,2.151,0.608,10.899,0.25,0.369,0.381,803.17,34.07,46.347,28.97,-5.1,77.7,149.9919975
