ID,SampleWeight,phosphoricacid,glycericacid,Lserine,Lalanine,Lthreonine,Betaalanine,Dmalicacid,asparticacid,Lglutamicacid,transaconiticacid,glycerol1phosphate,shikimicacid,citricacid,quinicacid,fructose,Dglucose,tyrosine,galactonicacid,mucicacid,myoinositol,caffeicacid,Dglucose6phosphate,Sucrose,loganin,chlorogenicacid,Raffinose
B66,24.5,0.07185844,0.002550451,0.017706681,0.005339039,0.005816514,0.003133101,0.01256245,0.065937141,0.003692599,0.14495462,0.00161,0.005069287,0.006277824,0.011167938,0.025266739,0.05552623,0.017279452,0.005465291,0.011535,0.08319272,0.020355041,0.008726926,1.97700966,0.008558452,0.031261502,0.00729
B68,20.2,0.38112951,0.019384652,0.0194782,0.001034084,0.00612107,0.005966842,0.09365414,0.40965152,0.11921801,0.56389505,1.77E-02,0.025369192,0.017602184,0.24662526,0.15610877,0.53188582,0.025495608,0.001752128,0.01136734,0.26676335,NA,0.005901106,0.4752788,0.005122382,0.026676335,0.001577673
B73,30.1,0.07628737,0.01155697,0.01984127,0.014396954,0.004781933,0.003715282,0.11151718,0.055823955,0.005806904,0.11964954,1.05E-02,0.037630253,0.017183888,0.140278883,0.543668296,0.31744913,0.006200978,0.00100413,1.21E-02,0.40802357,0.002542533,0.005166534,0.05597725,0.005590921,0.007544239,7.69E-03
B75,30.9,0.24479759,0.048234057,0.005979608,0.03167905,0.00560781,0.003678085,0.22780005,0.138122243,0.037751152,0.74272417,0.017980539,0.014171871,0.025822767,0.06034743,0.027389762,0.09404508,0.009503533,0.002187264,0.022857448,0.2848521,0.013183431,0.004791667,0.23885408,NaN,0.008397206,0.005785548
B76,32.2,0.058542087,0.007392498,2.05E-02,0.003038059,0.000502435,6.51E-04,0.016702624,0.032939659,NA,0.16244958,2.67E-03,0.130425506,0.008392344,1.27485924,0.174410367,1.464347693,0.002636111,0.003895548,0.004560438,0.19248966,3.56E-03,0.002753346,0.09924326,1.33E-01,2.80E-02,0.000999846
B77,32.9,0.724421149,0.024195365,0.083733285,0.022474356,0.005140531,0.016158364,0.09955138,0.082195063,0.016172425,0.590277778,0.039676012,0.063905122,0.021954116,0.14321215,0.484503465,0.65977363,0.005042107,0.004482498,0.013945237,0.49930921,2.13E-03,0.005947605,3.85831824,9.84E-04,0.008287278,1.90E-03
B79,22.1,0.24446716,0.051416171,0.024621827,0.004839587,0.002733361,0.001307517,0.09168591,0.148758125,0.005105823,0.1202073,1.62E-02,0.053853713,0.01578782,0.190270301,0.026830716,0.31824424,0.010773701,0.002757026,2.51E-02,0.13528952,0.007901306,0.003390077,7.69434024,0.005141321,0.003709561,2.06E-03
B84,23.5,0.03715395,0.008205825,0.014918324,0.015793787,0.002441588,0.002891452,0.04471577,0.08953981,1.01E-03,0.5396025,0.010834078,0.096646177,0.038652871,0.38673964,0.04248512,0.03904487,0.011907406,0.001006128,0.007658895,0.5337669,5.10E-03,0.002213855,0.23750662,0.009183954,0.03158944,0.00192079
B85,26.5,0.174688859,0.018510486,2.56E-02,2.56E-02,2.09E-03,0.006058148,2.35E-01,1.92E-01,1.43E-02,0.235725774,0.00166415,4.94E-03,1.30E-02,1.30E-02,3.27E-02,4.06E-02,5.59E-03,8.62E-04,0.005068762,0.356659544,0.003063214,1.80E-03,0.13842816,4.76E-02,2.22E-02,0.020264336
B87,25.5,0.046281985,0.000940176,6.43E-03,0.002246362,0.000563759,5.48E-04,0.008806778,0.005195253,NA,0.04415306,9.71E-05,0.002575943,0.005439838,0.0074659,0.011597817,0.00823955,0.001852598,0.000204688,0.002187384,0.02733102,7.84E-03,0.000402437,0.15293016,5.08E-04,5.55E-05,0.000379887
B88,23.7,0.18603619,0.007640784,0.017860859,0.004388174,4.78E-03,1.56E-03,0.12074127,0.094378452,0.014739114,0.2976894,0.007799087,0.014760221,0.020794751,0.04539723,0.044434745,0.04123912,0.010473361,0.001680128,0.009268144,0.72926424,0.006137955,0.002743928,0.4099414,5.27E-03,0.001990403,NA
B97,26.81348315,0.147400564,0.015939885,0.018417637,0.006816178,0.003369812,0.004209579,0.143933666,0.168968152,0.012977212,0.294324797,0.006059884,0.061848601,0.017915205,0.510737782,0.318309216,0.381010157,0.006242482,0.00197047,0.009073073,0.288077449,0.005107231,0.003367874,1.510688943,0.007528453,0.016997069,0.003539376
Bei_10_=_North_10,43.8,0.38462165,0.06007653,0.008048341,0.00805648,0.00938198,0.001851049,0.36060103,0.26323261,0.012129485,0.64642246,0.014070063,0.058989388,0.013739851,0.48528521,0.764394752,0.5031562,0.006765862,0.001284805,0.012096929,0.6613418,2.28E-03,0.00466948,5.54882075,0.004243925,0.105816735,0.029429582
C103,26.8,0.13835581,0.013132411,0.001287568,0.00288633,0.003362198,0.008081982,0.15884408,0.61207692,0.020209494,0.040486817,2.39E-03,0.003354418,0.016936764,0.010928116,0.050526327,0.12058271,0.016358461,0.006751625,0.008974073,0.16936894,0.006633631,0.006596028,0.09987561,0.003573551,0.027744292,8.08E-03
C123,51.6,0.1173414,0.016693675,0.015850926,0.009932692,0.008475661,0.002493538,0.04184524,0.564134867,0.013308742,0.28119786,5.35E-03,0.007886333,0.010365063,0.047625986,0.29401539,0.35311994,0.00839274,0.001895326,5.53E-03,0.34749616,0.001590297,0.002840027,0.08008008,0.000728516,0.003852842,2.75E-03
CA-4,49.5,0.04828385,0.011564952,0.010894404,0.005625845,0.001447586,0.000633676,0.07724272,0.031264707,0.001490498,NA,3.60E-03,0.00336721,0.006233774,0.014056745,0.323186405,0.3036254,0.002227165,0.00105422,1.12E-03,0.1329476,0.000530686,0.001915333,NA,NA,0.00088543,5.52E-04
CH157,27.7,0.064328906,0.007906989,1.78E-02,0.0188958,0.006477802,3.80E-03,0.058988259,0.238045934,1.13E-02,0.18111428,5.81E-03,0.031265127,0.014729919,0.05948604,2.077967245,0.733276962,0.008232206,0.00178759,0.004216766,0.41561248,3.27E-03,0.002473423,3.95714667,8.61E-04,1.92E-02,0.004966757
CH701-30,25.2,0.14956856,0.008058346,0.01729272,0.00059824,0.004168933,0.001648143,0.15807346,0.16025848,0.030578423,0.643070559,1.31E-02,0.038295892,0.012121607,0.172409062,0.028485435,0.11463543,0.009316184,0.001793016,0.012096041,0.50905635,0.007681676,0.005167704,0.33128673,0.000666416,0.091726748,9.52E-03
CH711-10,34.6,0.13540896,0.010573979,0.045306656,0.009253506,2.43E-03,5.06E-03,0.18045647,0.368538779,0.015762698,0.1902617,0.005858418,0.007503551,0.012446227,0.02541074,0.008957964,0.01370992,0.004802913,0.000579436,0.009464607,0.42090203,0.002287171,0.000815287,0.07406507,9.90E-05,0.006730484,0.001142858
CH753-4,26.2,0.11116217,0.00528546,0.008444946,0.00677887,0.004096787,0.002619522,0.06157289,0.108613282,0.004399505,0.24504133,2.82E-03,0.018673678,0.012449792,0.026990357,0.237248348,0.3645454,0.01073237,0.001329942,1.28E-02,0.14145216,0.002625576,0.005273352,0.33789089,0.000579201,0.007850493,1.97E-03
CI_40H,17.6,0.37799023,0.01269514,0.007810791,0.000496419,0.007140799,0.008965053,0.03882137,0.31494847,0.01556257,0.08028904,6.04E-03,0.052575305,0.005799079,0.30527003,0.24093688,0.68423053,0.00683531,0.001730524,0.005823379,0.22380174,NaN,0.002862221,0.2953177,0.000112823,0.003561721,0.007840299
CM105,23.7,0.05118578,0.002510373,0.002839764,0.001831894,0.002342942,0.000756176,0.03888233,0.13001522,0.075310098,0.168313443,1.13E-02,0.00253992,0.020526185,0.017528839,0.451806965,0.79435033,0.006051597,0.001825328,0.003521526,0.42995118,0.005252742,0.003001723,0.11604735,0.000627046,0.036896137,1.16E-03
CO257,24.7,0.410473851,0.009931112,0.040473991,0.010949791,0.003738297,0.008087532,0.0973693,0.388193442,0.019960459,0.285109888,0.008655408,0.014684051,0.016176409,0.06267097,0.068411636,0.04596705,0.006379865,0.00365621,0.011924063,0.27376362,1.49E-03,0.002925506,0.12979395,2.44E-02,0.032769978,4.21E-03
CO258,23.2,0.683002704,0.023689248,0.020905023,0.00595372,0.007493599,0.002275719,0.23907607,0.054307354,0.011280481,0.241631448,0.017782192,0.076958051,0.017504606,0.21935318,0.109056211,0.2824595,0.007567781,0.002310417,0.012421929,0.27812702,1.04E-03,0.003835938,2.45893766,2.61E-03,0.032835196,2.22E-03
CR14,24.5,0.1084921,0.008034183,0.026800351,0.007517664,0.006075716,0.001923701,0.1164286,0.132473793,0.003640463,0.10220796,5.66E-03,0.006809107,0.013964215,0.020933905,1.259363556,0.51530518,0.005062545,0.001816093,3.45E-03,0.12526405,0.003436836,0.004145393,1.37313969,0.000208594,0.016058433,1.33E-03
CS405,21.7,0.04574198,0.008021645,0.001333891,0.009070614,0.002863884,0.001657569,0.03077438,0.036309176,0.00097277,0.32724771,1.10E-03,0.111503441,0.009120094,0.043305603,0.704829088,0.69498758,0.010122552,0.001114282,6.34E-03,0.38520522,0.001549704,0.004207752,0.56782129,0.000969802,0.040988964,6.83E-03
DE2,29.9,0.256834567,0.016724099,3.26E-02,0.002763272,0.002379776,6.78E-04,0.175743568,0.174075624,7.39E-03,0.31754993,1.34E-02,0.004890886,0.021150062,0.01865471,0.101145733,0.053915323,0.011326263,0.002597791,0.010498857,0.75709448,NA,0.004207948,0.44175951,2.00E-03,4.30E-03,0.000638284
DE3,25.6,0.41824144,0.008077438,0.003260947,0.02889695,0.002436719,0.000806245,0.03752187,0.118210331,0.014556372,0.28370026,0.019115104,0.006047338,0.014036859,0.02786591,0.012559242,0.02288458,0.002271873,0.000986077,0.008161359,0.2098266,0.002184954,0.002436719,0.15656469,0.00065139,0.0232852,0.005430916
DE4,20.8,0.771685648,0.018150574,5.58E-02,0.007030773,0.002586474,2.92E-03,0.504738022,0.052014598,6.97E-03,0.4126191,2.13E-02,0.030132532,0.026824199,0.11159627,0.082450357,0.058239786,0.007245747,0.002563845,0.030881546,0.26882355,4.47E-03,0.008764141,0.13237589,3.53E-03,1.78E-02,0.001095235
DE811,30.9,0.073634667,0.007772418,1.84E-02,0.000460729,0.001867779,5.09E-04,0.013943256,0.030599692,6.28E-03,0.24627322,1.72E-03,0.007001612,0.011339774,0.04654529,0.004035397,0.009056608,0.001121838,0.000937546,0.005748138,0.04288579,6.11E-04,0.001683488,0.10435371,4.08E-03,5.33E-03,NA
DJ7,26.8,0.68666555,0.014781547,0.000629886,0.001139482,0.000780796,0.001558312,0.12676677,0.05150631,0.028165533,0.225440987,7.45E-03,0.014311319,0.019889529,0.142825586,0.039143705,0.21446748,0.003849304,0.001780303,0.008784506,0.19037543,0.00847503,0.007552072,2.57313128,0.000801574,0.021126337,4.02E-03
DK4676A,26.3,0.211029479,0.019008909,1.44E-02,1.44E-02,3.22E-03,0.003733321,2.16E-01,7.65E-02,1.63E-02,0.243966449,0.003358969,2.49E-02,2.35E-02,1.08E-01,1.08E-01,9.62E-02,7.77E-03,4.60E-03,0.010997491,0.387354953,0.00568665,3.24E-03,0.66938557,7.24E-03,2.79E-02,0.004902988
DK78002A,24.7,0.4385509,0.01348772,0.024248814,0.006798393,0.008943341,0.005380546,0.02239471,0.06431207,0.01221529,0.078291447,0.00410812,0.04508025,0.007670914,0.16174359,0.2659008,0.13502263,0.006434843,0.00403541,0.02443059,0.06729319,0.003526439,0.003562794,0.081083876,7.27E-05,0.0252304,0.009779507
DK78010,25.3,0.07538821,0.002091047,0.002095353,0.02152042,0.002323546,0.00132897,0.04028459,0.050102615,0.007986739,0.1900379,0.003920176,0.003396337,0.007579867,0.03367993,0.320591148,0.21986639,0.001481816,0.000573352,0.002223083,0.1434678,0.000576222,0.001161773,0.08197834,0.000220299,0.031244439,0.003368352
DK78371A,30.3,0.093806505,0.004430983,4.87E-03,0.006452174,0.002232078,1.69E-03,0.042582452,0.047707701,3.74E-04,0.22877205,1.63E-03,0.004864603,0.008044484,0.01929728,0.204879625,0.092996133,0.004217727,0.000850654,0.00869373,0.28071814,1.03E-02,0.003006907,0.16392771,3.95E-02,9.29E-03,0.004108729
DKFBHJ,32.6,0.073920719,0.005481218,2.72E-03,0.003197036,0.001674248,1.64E-03,0.10488817,0.050337971,1.22E-02,0.40755604,7.95E-03,0.041606501,0.017860012,0.06350681,0.179979635,0.160398299,0.002458157,0.001387702,0.011314479,0.33455081,1.05E-03,0.003483582,0.12470465,7.86E-03,2.64E-02,0.007566865
DKHBA1,24.3,0.08339147,0.009012722,0.004767638,0.003065295,1.60E-03,9.93E-04,0.03350815,0.03704392,0.005424872,0.4562677,0.001407845,0.027309319,0.024703729,0.18755224,0.084826251,0.310153274,0.00236676,0.002598408,0.009994981,0.27504694,0.013467905,0.002612774,0.2029623,0.011555462,1.20E-02,NA
DKIB014,49.9,0.06974799,0.020863981,0.015433184,0.007141382,0.002566205,0.001627707,0.10926462,0.167234458,0.007194173,0.34940434,7.88E-03,0.025254392,0.01277237,0.100897321,0.059192821,0.97597621,0.001821273,0.001824205,5.11E-03,0.29298438,0.002510482,0.002616063,5.4030958,0.001448806,0.013831113,2.83E-03
DKMBNA,28.3,0.1722748,0.024700846,0.030998097,0.005659158,3.03E-03,2.96E-03,0.1238564,0.068070287,0.00976318,0.4480471,0.005749816,0.207732578,0.024993741,2.66249593,0.71133833,1.49106774,0.006642449,0.004358563,0.017238987,0.30517958,0.005366262,0.000924015,0.11199786,7.64E-03,0.010749959,0.00247915
DKPB80,23.3,0.07110395,0.008937835,0.00892926,0.008054627,0.001866456,0.002909727,0.02868139,0.04695007,1.53E-04,0.2711775,0.004707584,0.006964194,0.011951889,0.0196721,0.08766339,0.12949,0.010875748,0.000670266,0.009007863,0.21735346,4.67E-03,0.002280906,0.08165897,0.021988733,0.001613498,0.000494482
E8501,30.6,0.1560332,0.016757881,0.018900941,0.022060013,0.003280132,0.006236745,0.1670149,0.096402189,0.001986053,0.12856832,3.61E-03,0.048363978,0.010130217,0.198394083,1.711629192,1.9318092,0.012801503,0.005450412,1.05E-02,1.37417547,0.003122866,0.008510371,0.401349,0.003565459,0.044102053,4.70E-03
Eng-Li_Chih,28,0.08173402,0.009176771,2.69E-02,0.004165771,0.001345745,1.19E-03,0.057913757,0.028167154,1.47E-03,0.27353135,2.11E-03,0.882403348,0.013387334,1.47797809,0.060895428,0.057652788,0.002354566,0.001260053,0.007852449,0.12718163,2.64E-03,0.001316532,0.18052972,6.25E-03,9.22E-03,0.00124642
F2834T,43.8,0.05725528,0.010080467,0.020231513,0.005618681,0.005489728,0.005117605,0.10366375,0.070423262,0.010393639,0.36637602,4.37E-03,0.024747988,0.022345772,0.124355233,0.144029829,0.40380449,0.003923866,0.0016985,6.92E-03,0.29142718,0.002914346,0.005574469,1.56410806,0.004528105,0.017467651,1.05E-03
FBLA,18.6,0.442995996,0.021207019,0.011,0.011,0.00198,0.002754618,0.05225,0.136,0.0186,0.281574134,0.003397414,0.0344,0.01595,0.3541,0.1559,1.0175,0.003275,0.001277,0.015932151,0.255945102,0.012703716,0.003975,0.23275966,0.005335,0.0797,0.010783984
FBLL,24,0.02530223,0.005447966,0.004030125,0.005778009,0.00137855,0.001735536,0.05821342,0.11175346,NA,0.3770739,0.001592966,0.009945092,0.0109341,0.04321776,0.05361638,0.07012305,0.002483186,0.001222509,0.000162777,0.32381999,8.41E-03,0.001418963,0.11938613,0.007286781,0.013979707,0.002977129
FR19,28.6,0.753206435,0.015608008,0.053692804,0.015594036,0.008540132,0.000848774,0.24810392,0.461105987,0.005691675,0.291918614,0.003597683,0.024413599,0.011507347,0.09335464,0.093761565,0.11115444,0.001128206,0.007480038,0.014216088,0.55180428,2.56E-03,0.009608958,0.18349608,3.69E-02,0.036844818,4.69E-03
H105W,26.1,0.22570432,0.011028937,0.009369699,0.000687508,0.00245813,0.003529721,0.14117538,0.03743655,0.042717685,0.516998934,1.06E-02,0.008033091,0.0199531,0.039435698,0.083384368,0.76109649,0.00501036,0.001305881,0.016941891,0.29970746,0.008000444,0.006504442,0.5704679,0.002364029,0.040538015,4.63E-03
H113,31.4,0.06639047,0.00841878,0.016639347,0.010996835,2.98E-03,4.91E-03,0.13144172,0.37258576,0.011206783,0.4533533,0.008614383,0.019051792,0.016418967,0.10069544,0.074491072,0.070318195,0.005815947,0.000828055,0.007972803,0.36046486,0.00249851,0.002394188,1.76454325,0.013715725,2.29E-02,3.83E-03
H114,22.3,0.13785712,0.006419971,0.008297543,0.000501949,0.00432102,0.004400338,0.03152687,0.67838362,0.02591784,0.39034363,1.54E-02,0.008241902,0.007132643,0.04299948,0.13105832,0.80790886,0.008602974,0.000846446,0.00299867,0.22188617,4.29E-04,0.005519068,0.3142394,0.004274851,0.012622115,0.004608694
H121,23.6,0.59524988,0.023078442,0.000736865,0.000789345,0.000979988,0.006305123,0.2834103,0.05488467,0.018730082,0.257338111,3.17E-03,0.035566591,0.0257303,0.136127251,0.855587087,0.79427092,0.006880263,0.001771475,0.014259624,0.22403482,0.012451734,0.013592376,9.67358161,0.00161939,0.041469009,4.38E-03
H122w,26.7,0.022278374,0.005184993,8.41E-03,0.00049546,0.002209753,2.48E-06,0.015116495,0.005135446,4.66E-03,0.15320989,4.79E-03,0.04013972,0.010199051,0.12308721,1.890934314,1.701118502,0.006118935,0.004013229,0.003891841,0.1036949,2.81E-03,0.002990103,0.12398707,4.95E-04,7.02E-03,0.008036367
H5,24,0.04495174,0.011205014,0.014833229,0.001080996,0.005634937,0.003252815,0.12848324,0.16978514,0.041905297,0.338014421,1.74E-03,0.02145482,0.023836942,0.040075465,0.132537956,0.2698205,0.009746652,0.001108512,0.007022542,0.42944428,0.003567286,0.002665146,0.77311418,0.00081173,0.012973916,1.85E-02
H71,24.1,0.3926403,0.014705144,0.004883063,0.002522052,0.00266808,0.001991165,0.29116731,0.08889549,0.011669948,0.24616246,1.55E-03,0.07825866,0.015887014,0.515029408,1.259749749,1.43400059,0.041137554,0.007684888,0.006194585,0.22009131,0.00756479,0.012793134,1.88315989,0.022911365,0.031842266,1.27E-02
H84,24.5,0.06575736,0.00381027,0.010559408,0.010552659,0.002629727,1.07E-04,0.004465002,0.06168655,0.02830467,0.32565949,0.008670811,0.029793002,0.012541154,0.010394713,0.0544197,2.15E-02,0.022513328,0.030774425,0.000957124,0.023448177,NaN,0.017515766,0.08002336,0.022165038,0.015615694,NaN
H91,23.7,0.08924382,0.010485662,0.003009604,0.02443762,0.004795272,0.000685039,0.08279989,0.093273375,0.013423718,0.35056783,0.004475587,0.017508072,0.019022769,0.20779361,0.054527574,0.20384474,0.002429605,0.001211758,0.011709598,0.197996,0.007530861,0.002552912,0.27770384,0.000567821,0.025850324,0.001132598
H95,26.4,0.03419508,0.003017629,0.009788878,0.002450299,0.003234549,0.003591376,0.08578999,0.14016891,0.01626901,0.20316542,2.18E-03,0.007913092,0.011902369,0.034215621,0.015993046,0.02361734,0.003872474,0.000350409,2.09E-03,0.17406108,0.001533844,0.001408056,0.99393121,0.008607493,0.025296224,2.26E-03
H99,20.2,0.137027786,0.008826712,3.33E-03,0.005601452,0.003004542,2.34E-03,0.126534757,0.034964833,5.43E-03,0.21697468,6.34E-03,0.015593393,0.013944971,0.09668222,1.2289093,1.492119888,0.006591698,0.002972727,0.01085095,0.30464582,6.17E-03,0.005004918,1.82250694,4.29E-02,5.47E-02,0.008916192
HP301,23.4,0.240449152,0.015130625,0.059551083,0.015793857,0.004181434,0.006212084,0.096393045,0.194681663,0.009020116,0.180707396,0.001931506,0.071565788,0.014979899,0.52652306,0.27299396,0.192522385,0.007470972,0.002283573,0.011442452,0.20685235,0.0008215,0.002800864,0.171700485,0.02255,0.076572639,0.00303
Huanyao,26.7,0.08444055,0.004334652,0.021616486,0.007589093,5.04E-03,2.42E-03,0.07535082,0.12729913,0.012385596,0.4025348,0.001159999,0.007263802,0.018782468,0.01546665,0.116245385,0.192328111,0.001077142,0.001591162,0.007315971,0.30162271,0.007033644,0.001054126,0.11178135,0.019313367,5.03E-03,3.91E-04
Huobai,17.55,0.323421649,0.014169144,0.003055,0.003055,0.0010615,0.001139848,0.105,0.05735,0.00465,0.249535354,0.000662329,0.03375,0.01005,0.2315,0.224,0.781,0.002015,0.0007855,0.016429593,0.089924998,0.009623365,0.00321,0.258367688,0.0008485,0.0188,0.001670715
Hy,24.2,0.03197052,0.004919993,0.013047651,0.010440244,0.00392939,0.00116042,0.1292984,0.15023078,1.38E-03,0.3414168,0.013360163,0.049222336,0.015660955,0.22272284,0.64899919,0.97849013,0.003429372,0.002581463,0.004277281,0.49935805,2.61E-03,0.002274848,5.53986728,0.005065045,0.036964808,0.005146416
I29,29.6,0.28189864,0.003280573,0.000952912,0.02934736,0.001284688,0.00017257,0.09364218,0.349612903,0.009921904,0.31240392,0.008794098,0.005002206,0.010032303,0.02215927,0.04591292,0.02935898,0.00301678,0.002848277,0.000295751,0.2649269,NA,0.001947659,0.10221593,0.000380584,0.069206967,0.002976688
Ia453,23.5,0.02421285,0.005152207,0.020122328,0.001912692,0.00224009,0.001003401,0.08401,0.024931273,0.008532224,0.19693242,1.01E-03,0.007098036,0.012494135,0.012413279,0.057811551,0.08643036,0.004360885,0.000404277,3.24E-03,0.21510563,0.002503864,0.002055846,1.77737882,0.002556884,0.010837263,1.55E-03
IA2132,28.2,0.06247763,0.00708868,0.009041384,0.02508264,0.001811163,0.007806929,0.15156655,0.009249532,0.003304832,0.4465191,0.005189818,0.03249381,0.027449418,0.38420581,0.428100571,0.34489475,0.009560366,0.001154526,0.002072042,0.3302905,0.001081258,0.002174728,0.06946745,0.000774865,0.017693115,0.003465244
IBB15,27.9,0.06676783,0.009316046,0.006993914,0.00326042,0.003750531,0.003455678,0.29919721,0.08570002,0.059458099,0.216597638,1.66E-02,0.019136618,0.017028091,0.062060669,1.266003313,0.96025905,0.025234179,0.002141288,0.001969618,0.89376641,0.007807709,0.010567533,27.88115509,0.05176309,0.069632495,4.90E-03
IBC2,21,0.06125878,0.00377432,0.00619632,0.001404499,1.13E-03,1.38E-03,0.0380628,0.077380083,0.0077791,0.2385153,0.00182411,0.014732023,0.019569501,0.06102832,0.050101054,0.15765613,0.001119686,0.000819654,0.006824649,0.10482217,0.013444928,0.001200129,0.06954379,NA,0.010846822,0.001269702
ICI_193,18.2,0.11293518,0.012332189,0.012480802,0.010234041,0.001918461,0.000379639,0.03127901,0.04614708,2.09E-04,0.3536263,0.003153301,0.160960192,0.01406826,1.26368727,0.65756452,0.95471109,0.003996342,0.002150838,0.007602238,0.15626672,3.58E-03,0.003432964,1.35841305,0.000378288,0.016248821,0.002140029
ICI_441,31.3,0.10378211,0.012879591,0.018031916,0.009909489,0.00353257,0.001214107,0.04991556,0.102458257,0.004099611,0.34665787,1.56E-02,0.021922514,0.009337875,0.044983682,0.591304252,0.90423282,0.012966477,0.001497627,6.85E-03,0.42879001,0.00096031,0.005997367,0.54184927,0.000166911,0.000594478,3.62E-03
ICI_740,28.1,0.24222684,0.021871719,0.005626119,0.005646006,0.006186562,0.002695547,0.18545041,0.01007169,0.01265696,0.47871435,0.03538019,0.022155556,0.015061439,0.07919956,0.256859816,0.45108205,0.002652158,0.001323367,0.006302266,0.6486615,5.03E-03,0.009787856,2.78230098,0.001187776,0.046599886,0.016572826
ICI_893,20.9,0.087568059,0.006338654,0.01535,0.01535,0.003545,0.001693801,0.06515,0.378,0.022,0.22549227,0.006545574,0.0203,0.0254,0.08625,0.1411,0.15085,0.004105,0.00411,0.00528277,0.454892978,0.004726641,0.00176,0.897487719,0.0002315,0.2035,0.020753842
ICI_986,33.7,0.0917552,0.01633722,0.024005473,0.015234414,0.005378903,0.003879436,0.14893547,0.063147626,0.003918666,0.29050882,3.91E-03,0.041019585,0.014632883,0.115443729,0.196484708,0.22071375,0.012656115,0.001464596,3.71E-03,0.42966496,0.002759194,0.006411966,5.41765004,0.001187805,0.004422121,2.07E-03
ICI_581,27.1,0.13455282,0.014407329,0.038482625,0.006570544,7.35E-03,4.52E-03,0.38558877,0.030554002,0.019747809,0.4070229,0.002565879,0.250131494,0.049945593,0.41739789,0.159643894,0.12037369,0.018812738,0.003317276,0.015912905,0.48409127,0.006598373,0.002053817,0.41722038,5.57E-03,0.005565899,0.002629887
IDS28,23.6,0.2621512,0.011341283,0.112852841,0.021275206,7.82E-03,2.06E-03,0.41198207,0.141741731,0.006214778,0.3974573,0.008600526,0.025218347,0.01368688,0.06343046,1.592963122,1.25083971,0.013238892,0.003007014,0.014029211,0.41848001,0.005669585,0.008835085,16.52449606,5.14E-03,0.019969279,0.009359147
IDS69,26.5,0.12683126,0.014535094,0.00450117,0.002675818,1.42E-03,3.62E-05,0.06463699,0.04078142,0.003729451,0.5676004,0.023209848,0.054710164,0.02427293,0.28495179,1.493440387,0.771160067,0.004060188,0.001538714,0.016528965,0.23320408,0.004842932,0.003449112,0.14929321,0.003587707,4.15E-03,6.17E-03
IDS91,22.6,0.11025875,0.00589859,0.002868351,0.003685396,0.001855736,0.007075265,0.21376167,0.20219592,0.025852098,0.188638077,1.13E-02,0.012340428,0.020816187,0.058064548,0.092953038,0.13329465,0.004445944,NA,0.008931002,0.3389,0.007575054,0.004662157,1.40097223,0.001861169,0.022681702,5.41E-03
Il778d,33.2,0.06970998,0.00625442,0.004438851,0.00441979,0.009934401,0.004019507,0.37546652,0.02985324,0.01359413,0.51273563,0.015481178,0.029807969,0.01520241,0.24078444,0.958217617,0.47259468,0.004677115,0.000993559,0.007678045,0.5878642,1.00E-03,0.004417407,3.12732617,0.001105543,0.042780231,0.012729233
INB_101LFY/LFY_(A632_X_M16_S5),24,0.23231922,0.016522479,0.03372156,0.004486817,8.26E-03,2.94E-03,0.0667873,0.079922152,0.016958922,0.368257,0.002563236,0.005320446,0.0128716,0.01692197,0.045064455,0.04457721,0.00955094,0.001905108,0.03532185,0.27462646,0.016039852,0.002560927,0.10868764,3.30E-04,0.003075883,0.000212448
INBRED_109,18.9,0.03650375,0.006658974,0.009393234,0.000430284,0.00249956,0.000990958,0.08517671,0.05013593,0.01202449,0.29532254,6.83E-03,0.009556221,0.013886444,0.01435063,0.06296753,0.23758858,0.003181495,0.000628476,0.001524249,0.08314394,2.95E-03,0.004583178,1.131366,0.00189977,0.009531447,0.001472093
INBRED_141,26.5,0.88119213,0.015056147,0.023800729,0.006073926,0.002797478,0.001402433,0.07118671,0.086481728,0.006669868,0.190167683,0.007785412,0.017497784,0.009200158,0.14250517,0.019602049,0.25722271,0.005615889,0.005261279,0.008856629,0.14714835,6.17E-04,0.002186761,0.12721037,1.49E-02,0.040616381,3.62E-04
INBRED_2-687,21.3,0.14513546,0.006935318,0.021260826,0.003642564,1.60E-03,2.28E-03,0.11903938,0.028149582,0.003655697,0.1769729,0.002180047,0.020856097,0.008958965,0.04602692,0.068054224,0.04411908,0.007587183,0.001437446,0.009200131,0.18449688,0.005339084,0.002501203,1.31114021,1.31E-03,0.009013884,0.00094795
INBRED_305,32.1,0.42016299,0.032542057,0.062734167,0.001705769,0.009319519,0.002654979,0.31114429,0.38768916,0.01174171,0.38483015,2.93E-02,0.025708948,0.00929343,0.07970958,0.86923174,1.17530689,0.012424018,0.0027794,0.008603096,0.51942269,2.60E-03,0.01018043,5.3527998,0.017888499,0.033826401,0.008488709
INBRED_309,22.1,0.101856642,0.004899775,0.010246185,0.003299552,0.003863792,0.001029376,0.1127001,0.266546154,0.012415934,0.116249622,0.004398962,0.013469095,0.01690343,0.04720196,0.877942359,0.53471764,0.001322728,0.002111607,0.00652114,0.4188977,2.11E-03,0.00282781,0.17155601,2.62E-02,0.094621942,2.38E-02
