ID,SampleWeight,phosphoricacid,glycericacid,Lserine,Lalanine,Lthreonine,Betaalanine,Dmalicacid,asparticacid,Lglutamicacid,transaconiticacid,glycerol1phosphate,shikimicacid,citricacid,quinicacid,fructose,Dglucose,tyrosine,galactonicacid,mucicacid,myoinositol,caffeicacid,Dglucose6phosphate,Sucrose,loganin,chlorogenicacid,Raffinose
HB8229,18.4,0.29872691,0.009000205,0.003231984,0.001204409,0.001376323,0.001614981,0.09000913,0.19464915,0.011953081,0.139828203,3.26E-03,0.036889715,0.010009441,0.671475945,0.315035479,0.59339462,0.001254972,0.00117306,0.007963664,0.11211727,0.00601598,0.003953011,0.05803502,0.000957662,0.009605949,8.76E-04
4722,23.6,0.10016256,0.012684124,0.012416877,0.002499226,2.35E-03,1.37E-02,0.14255909,0.234781631,0.00685997,0.2526612,0.000656139,0.080290397,0.016427434,0.55631736,0.181861075,0.37464428,0.004803085,0.001253299,0.003197756,0.43450959,0.002412601,0.001153772,0.13252737,7.74E-05,0.000882839,0.000269091
38-11,21.5,0.50999035,0.018321087,0.019366578,0.001209133,0.003422846,0.005284274,0.16073737,0.05330184,0.01236179,0.37828188,1.94E-02,0.072977521,0.011814044,0.19282712,0.06976605,0.64872014,0.007100245,0.001790971,0.008632116,0.21155049,5.23E-03,0.013668654,0.2296931,0.000711388,0.006752506,0.005122904
4N506,30,0.03268981,0.003844721,0.002387248,0.02177115,NA,0.000721758,0.08487473,0.051749976,0.009422021,0.06985372,0.001224241,0.009116749,0.015621122,0.05599858,0.222192385,0.2169942,0.000666827,0.010117664,0.004808716,0.243394,0.000143181,0.000695193,2.1381544,0.0022139,0.113456876,0.007622355
A554,22.5,0.08963739,0.003754568,0.00902765,0.00774776,0.001898977,0.00303536,0.05514876,0.04237656,4.47E-04,0.5145744,0.008560415,0.00975854,0.009418125,0.0342984,0.03770087,0.05483171,0.010144009,0.00085771,0.006391109,0.82692609,2.06E-03,0.002526407,1.03270591,0.009504898,0.012012949,0.002027467
A654,26,0.181418655,0.014960301,1.08E-02,0.008777333,0.00237245,9.33E-04,0.077201695,0.090199798,1.73E-03,0.41654925,1.64E-02,0.015843582,0.0347239,0.04241648,0.176389062,0.086746972,0.00561504,0.001013218,0.023645656,0.25554566,3.96E-02,0.003336029,0.18301656,2.06E-03,9.68E-04,0.000868682
A661,24.9,0.0988398,0.021957659,0.019910293,0.004114954,9.89E-04,1.77E-03,0.11931153,0.034239927,0.004188143,0.4203015,0.006273067,0.0439288,0.021403927,0.08822836,0.040547662,0.09675488,0.003973392,0.000844562,0.005785782,0.28428817,0.009829474,0.001781574,0.06510316,5.51E-04,0.038417477,0.003853978
B10,25.1,0.07392455,0.005475584,0.010372773,0.002301079,1.89E-03,5.00E-04,0.14400703,0.07318281,0.006087316,0.3358537,0.004317961,0.006269002,0.012609678,0.02084389,0.019382901,0.017481865,0.002536104,0.000695908,0.016658444,0.1037869,0.000869259,0.00174602,0.11066001,0.001000107,8.74E-03,1.53E-04
B14A,22.4,0.08176586,0.007849523,6.51E-03,0.015092652,0.00358709,1.11E-03,0.059902111,0.115057382,2.37E-03,0.09306043,1.08E-02,0.019172989,0.016948958,0.09730933,0.175118605,0.192313302,0.006161168,0.003921225,0.006698613,0.16024871,9.30E-03,0.002220496,1.53859649,6.08E-04,1.39E-02,0.000894563
B52,23.7,0.11373151,0.014342074,0.003804494,0.0273577,0.003421681,0.000945216,0.1859523,0.021547769,0.002852976,0.18473896,0.004245594,0.03410181,0.017001281,0.26331033,0.021437494,0.72529084,NA,0.001767554,0.010810118,0.2300277,0.004215662,0.004743408,0.17525524,0.002911265,0.009620721,0.003325584
B64,21.8,0.179071724,0.022307512,0.008630407,0.001968581,0.002743105,0.000631606,0.06019924,0.088947286,0.005678304,0.146973466,0.002752325,0.016257314,0.018233579,0.21045069,0.22118184,1.15656213,0.003207204,0.007109021,0.007523945,0.26795293,1.24E-03,0.002607871,0.1409204,3.61E-03,0.010426872,8.51E-04
B7,28,0.10925136,0.011699425,0.019633155,0.003797299,1.29E-03,9.26E-04,0.20038167,0.03910829,0.007351493,0.2336239,0.001121929,0.007028164,0.013609014,0.01481846,0.06120653,0.053456344,0.007361218,0.000946894,0.007005069,0.30068799,0.01149157,0.002886871,0.07889166,0.009219755,2.60E-02,1.06E-03
B8,24.2,0.03929381,0.013821752,0.029546593,0.009368256,0.007458459,0.006244605,0.20432941,0.15421612,0.012893828,0.23270465,1.31E-03,0.017522659,0.018828226,0.059891562,2.226780319,2.03153054,0.011051467,0.004520932,3.62E-03,0.70981603,0.003234247,0.003409581,5.4472512,0.000202309,0.025504424,2.34E-03
C49A,25.9,0.05436303,0.003464831,0.000626815,0.000626421,0.00271896,0.001162565,0.06587041,0.0262951,0.010083055,0.38749143,0.028573715,0.006360797,0.007904182,0.04934969,0.147542095,0.13379473,0.000939829,0.000498299,0.001860341,0.3013713,1.89E-03,0.001479127,1.16635026,0.000663478,0.154605398,0.004075877
CI_187-2,25.5,0.11861712,0.022933424,0.015058539,0.01332276,0.010939919,0.005101771,0.10904044,0.58122805,0.024209811,0.99956759,1.73E-02,0.164653903,0.021336052,0.849911257,0.842135871,0.74273253,0.044046675,0.002571655,9.49E-03,0.74301952,0.001733318,0.005974095,2.76537755,0.000320985,0.00477701,2.36E-03
CI_21E,26.1,0.080028549,0.033542901,0.005515079,0.002138097,0.003850549,0.001696948,0.10336299,0.066024505,0.007055581,0.243798848,0.001565871,0.025951739,0.022315423,0.17721825,0.131761486,0.55875237,0.004507341,0.004229684,0.007698278,0.23273409,1.14E-03,0.001095123,0.13695626,2.34E-03,0.002655356,1.01E-04
CI_28A,23,0.03941189,0.023126252,1.09E-05,0.001041633,0.00349734,0.001038283,0.0729404,0.061280147,0.014192327,0.42184632,9.22E-03,0.020144035,0.006673147,0.078542443,0.05120411,0.06585529,0.012000545,0.000342299,4.57E-03,0.19068038,0.000559333,0.001491779,1.14279953,0.000513113,0.017577131,8.63E-04
CI_3A,25.3,0.02273164,0.007388123,0.014368521,0.01416125,0.004084058,0.000889084,0.10560734,0.05479456,0.009222199,0.52666181,0.005034505,0.11542544,0.018867122,0.96672181,0.179443564,0.1838058,0.004304966,0.000976356,0.009336743,0.2712115,1.17E-03,0.002633161,1.593286,0.000741812,0.039268322,0.004839507
CI_64,40.5,0.08883694,0.040016664,0.007559309,0.019648368,0.013549204,0.016652713,0.46453142,0.165003687,0.01883946,0.17755074,1.04E-02,0.219933912,0.028462765,1.169440546,0.102550621,0.93510538,0.033575062,0.002809606,2.87E-03,0.25107955,0.004200927,0.003907024,5.84175804,0.053398693,0.032779636,1.23E-02
CI_91B,43.6,0.10078595,0.007944556,0.020552475,0.000416776,0.000508983,0.000136466,0.01393801,0.02705907,0.001069601,0.16372356,4.20E-03,0.033845506,0.010749494,0.256350251,0.054593929,1.62484249,0.017897381,0.003756514,1.20E-02,0.08571933,0.003564723,0.004256276,3.28162849,0.005040035,0.012020106,4.83E-04
CM7,29.4,0.02256082,0.00657992,0.001428636,0.00142673,0.00545817,0.000929233,0.17764546,0.05852641,0.009172241,0.21730295,0.003017385,0.006375013,0.025072128,0.02820007,0.733779314,0.56656604,0.003737898,0.000888251,0.002118651,0.270828,2.82E-03,0.002588509,1.38888082,0.000680484,0.064741309,0.028167664
CO106,27.1,0.91535523,0.012901486,0.039888861,0.0091501,0.01006511,0.005149447,0.34020411,0.065680995,0.010772655,0.262222713,0.005596888,0.020528117,0.01995372,0.05719045,0.09155983,0.12964964,0.011565355,NA,0.024804357,0.41091999,2.18E-03,0.005912729,2.19142479,2.73E-02,0.28476318,2.70E-02
CO125,31.85,0.384516723,0.015207153,0.013626801,0.011478751,0.004323639,0.003898168,0.111136155,0.178298745,0.02363493,0.322363747,0.011749381,0.025323925,0.023199703,0.05385456,0.10852335,0.131651155,0.003821762,0.00513,0.017472934,0.307289721,0.005281905,0.004084339,0.146789519,0.000343,0.041865865,0.02165459
CO255,23.1,0.133824339,0.003507535,0.021111454,0.005788042,0.00234944,0.001089705,0.043016895,0.224551971,0.008188726,0.160594668,0.004803915,0.008031793,0.01920786,0.01869788,0.530380956,0.352851205,0.001969604,0.004037203,0.002772358,0.40179437,0.00179,0.003515113,1.003984975,0.0203,0.054871964,0.009645
CR1HT,28.2,0.12998283,0.007325341,0.035374941,0.000638868,0.017408723,0.010524876,0.07778436,0.31306096,0.132728746,0.43623121,2.41E-02,0.007761642,0.009918904,0.027015984,0.082673689,0.20786067,0.01544191,0.001073437,0.005462409,0.49240803,0.004872019,0.006667428,0.10681632,0.003213385,0.041282307,4.45E-03
DE1,19.9,0.03991918,0.008597618,0.100937124,0.108815034,0.005336036,0.0038275,0.16010612,0.04155213,3.02E-04,0.2593918,0.004313929,0.044539826,0.030687388,0.14228708,0.84965046,0.63378208,0.01452981,0.002302548,0.005483779,0.61380564,8.86E-04,0.002735409,6.82543554,0.006510205,0.02698776,0.001065306
EP1,28.7,0.052635208,0.007283208,1.52E-02,0.019281446,0.006463536,8.16E-03,0.405513636,0.023726444,3.20E-04,0.35648525,2.64E-03,0.004670982,0.016010418,0.01871649,0.309832235,0.152981845,0.007214264,0.001807875,0.010625096,0.29121917,2.01E-02,0.002018538,0.16624377,2.83E-02,1.28E-02,0.000248966
F7,26.8,0.05105348,0.016255992,0.016065362,0.002172528,0.001694683,0.009103133,0.12040213,0.39680029,0.028253977,0.30614498,2.91E-03,0.003737563,0.024468258,0.012948119,0.091466577,0.07685156,0.011431239,0.001037183,1.81E-03,0.28420852,0.000796408,0.001309444,1.35900474,0.165771479,0.015315118,5.30E-03
H49,28,0.20128423,0.012923592,0.000312657,0.005829006,0.000990985,0.010533808,0.24902689,0.1987721,0.032622316,0.055578093,8.20E-03,0.049891834,0.023556634,0.146177828,0.756671072,0.96900295,0.033234035,NA,0.011149606,0.63784254,0.005244474,0.010541964,3.85725877,0.00141647,0.039778074,1.83E-02
Il14H,23.7,0.07904151,0.014041933,0.000153271,0.003933967,0.000389423,0.002059514,0.21692902,0.08985339,0.024518887,0.372088974,1.63E-02,0.021673715,0.015690453,0.107220742,0.290880782,0.51933695,0.004407405,NA,0.008332289,0.37449999,0.006891537,0.003307257,1.90336457,0.003750041,0.042146236,7.31E-03
K148,22.4,1.042645281,0.009337645,1.48E-02,1.48E-02,6.17E-03,0.00926671,6.46E-02,9.43E-02,1.20E-02,0.278178399,0.001696382,3.37E-02,1.10E-02,7.49E-01,3.67E-02,4.21E-02,1.05E-02,1.31E-03,0.007022476,0.200112649,0.006115425,2.08E-03,0.142435186,6.44E-03,1.40E-02,0.004292268
K4,25.8,0.02742525,0.007132808,0.005783007,0.010193963,0.001161608,0.000452406,0.07122147,0.10389388,6.21E-04,0.1570628,0.001655731,0.014105234,0.027978703,0.07960951,0.68863208,0.19591396,0.002017285,0.000785221,0.005244384,0.52529597,4.40E-03,0.001679835,0.56101406,0.00105036,0.025802891,0.001019767
K64,29.5,0.255577519,0.015944778,0.035226836,0.008836341,0.006744153,0.001205944,0.21746577,0.090870992,0.016391706,0.124432161,0.009132118,0.017357332,0.017456286,0.05244063,0.307870259,0.27301858,0.00640053,0.008013167,0.00639618,0.53931367,1.98E-03,0.006175435,2.38755678,2.43E-02,0.408654134,3.76E-02
Ky21,27.7,0.05849203,0.005627121,0.020363231,0.004339663,0.001276036,0.001360071,0.01824551,0.057690023,0.001568936,0.52073917,8.73E-05,0.001812884,0.011129412,0.015702417,0.003934171,0.01298064,0.00283355,0.00051482,3.14E-03,0.18490032,0.002378289,0.001079409,0.5636577,0.000778349,0.018596341,1.03E-04
Ky226,25,0.08825598,0.006057087,0.001736889,0.02665749,0.001387509,0.001069163,0.02526197,0.025287001,0.016399836,0.34628936,0.006965575,0.009592933,0.018477095,0.18742834,0.030871574,0.05233692,0.003335127,0.000544092,0.001755409,0.322253,0.000829402,0.001271883,0.130994,0.002800546,0.023740319,0.001654299
L317,21.3,0.282305611,0.004370056,9.69E-02,0.014669215,0.00460198,5.84E-03,0.025582543,0.053514395,NA,0.46948357,5.41E-03,0.044192325,0.010580474,0.41730061,0.103341622,0.410851826,0.009979189,0.002783092,0.008634887,0.08341546,2.41E-02,0.002604854,0.15515713,1.51E-02,8.50E-04,0.000444522
LH150,26.6,0.41616159,0.034824156,0.01375444,0.001201658,0.012322983,0.013002806,0.57685826,0.4565105,0.144596367,0.993042378,3.20E-02,0.225480903,0.049320656,1.509732954,0.44815634,2.23628147,0.022491598,0.002513429,0.010355327,0.82761708,0.012035734,0.015497084,0.46676073,0.016148182,0.058278038,1.49E-02
LH160,26.4,0.19063799,0.016602446,0.008634003,0.008649233,0.006521574,0.00384715,0.15610198,0.10000762,0.024458185,0.22683222,0.012097351,0.039679252,0.014860111,0.45754428,0.028261168,0.0651472,0.004302533,0.002592181,0.00114988,0.7454941,2.36E-03,0.001478853,0.11727741,0.037880565,0.044530072,0.018905253
LH196,25,0.28703838,0.003989409,0.054619373,0.020466199,0.009105329,0.004196062,0.020504,0.07111128,1.59E-04,0.1833556,0.004566525,0.003061991,0.017666304,0.01417841,0.0861667,0.03015116,0.0105645,0.000967741,0.020839182,0.20530715,8.44E-03,0.001628022,0.09535287,0.001159272,0.022494926,0.000441028
LH220Ht,19.6,0.08235939,0.004830875,0.013331809,0.013554592,0.003455092,0.001584887,0.06928749,0.05094502,1.21E-03,0.2643,0.004971581,0.046985735,0.028584634,1.2356195,0.40903952,1.42940952,0.004729255,0.003449229,0.017193383,0.25948953,1.41E-02,0.00470385,1.48176595,0.000588226,0.03900072,0.002208289
LH39,41.5,0.22458383,0.041508761,0.012047473,0.085169053,0.019456967,0.01488002,0.1400416,0.669411706,0.012607075,0.17696425,2.07E-02,0.063258436,0.018878143,0.171365873,0.638050723,1.00969545,0.040856524,0.002267297,1.26E-02,1.13759868,0.001795767,0.006124243,2.22924628,0.000782119,0.002419768,1.16E-02
LH51,49.8,0.03159863,0.006440072,0.011096453,0.005740771,0.005669621,0.003813628,0.02959221,0.05876362,0.007409741,0.13734919,1.15E-03,0.01477476,0.013992113,0.043828265,0.034566596,0.0346845,0.017700033,0.000493983,3.16E-03,0.0768072,0.000729794,0.001821434,0.1183195,0.000408603,0.011375834,1.62E-03
LH52,21.8,0.1603779,0.010009517,0.0140605,0.002397259,6.19E-03,1.98E-03,0.05799572,0.071266532,0.0196165,0.5354143,0.00277159,0.013452853,0.032533495,0.05647788,0.218378745,0.09704412,0.007027686,0.00212292,0.001151197,0.70381726,0.009383922,0.001817815,0.13866887,2.18E-04,0.000976851,0.002671598
LH93,25,0.05204818,0.005347065,0.007680213,0.005191535,0.003544276,0.004487675,0.15675189,0.154916178,0.009779113,0.14903081,1.87E-03,0.018794197,0.006518652,0.158260648,0.068057585,0.06497309,0.002957347,0.000481349,4.46E-03,0.09555467,0.000704995,0.00210931,6.32967376,0.003971133,0.005763705,1.36E-03
M162W,25.3,0.45104309,0.096469747,0.0588726,0.001530524,0.011636656,0.012174092,0.45101388,0.10966029,0.051751574,0.922066077,2.66E-03,0.025744349,0.064001608,0.180116974,1.054659569,2.01968417,0.020241472,0.003668584,0.024908986,0.47896055,0.007646778,0.014160268,NA,0.062915052,0.29378467,7.15E-03
Mo24W,19.7,0.07753409,0.004481592,0.015076377,0.002660073,0.004760706,0.004960333,0.05110568,0.03306646,0.012390213,0.144002075,8.88E-04,0.010729487,0.012705732,0.08858274,0.268800874,0.43362529,0.005134475,0.00105517,0.002757156,0.11242207,0.002372465,0.001465953,1.25208144,0.000752393,0.003871183,8.72E-04
Mp339,27.8,0.196416709,0.010350803,0.01435,0.010958168,0.002996931,0.001481433,0.087669133,0.054097478,0.011955,0.254456943,0.002386024,0.100067174,0.023623637,0.643196305,0.917065351,0.637622273,0.004051159,0.00396131,0.009858679,0.403500311,0.005685933,0.00367608,0.230866608,0.00242,0.068355,0.007505492
Mt42,26,0.185086467,0.010400336,0.016999474,0.004645908,0.010327561,0.002667986,0.37702419,0.862419532,0.029423216,0.540945406,0.01651474,0.061591092,0.020069022,0.0475741,0.621639352,0.319797,0.007304797,0.000443148,0.003780404,0.51197124,2.21E-03,0.000805724,3.87510201,2.37E-03,0.020343228,5.80E-03
NC232,26.6,0.06918548,0.00780235,0.044596711,0.000879652,0.010313508,0.005945122,0.12053062,0.11494732,0.02499042,0.17858022,1.55E-02,0.041886386,0.014869443,0.2487723,0.80332502,1.0446319,0.022401258,0.003711137,0.004028144,0.47341558,2.90E-04,0.008004836,3.4298239,0.001472173,0.030060872,0.024992083
NC236,19.8,0.20236047,0.009665517,0.003082915,0.003085924,0.005231476,0.001864193,0.11132647,0.03321995,0.009268304,0.13246194,0.003893891,0.035819887,0.015098608,0.06082174,0.230300793,0.41331217,0.0108391,0.000937363,0.019671072,0.3844796,1.87E-03,0.00480718,0.70987264,0.016684451,0.030717806,0.003073887
NC258,28.9,0.04968242,0.011033682,0.013388049,0.013812065,0.004467915,0.001531649,0.06110264,0.094318017,0.006320775,0.25116238,1.32E-04,0.013198679,0.015692146,0.105772721,0.05766732,0.07359538,0.00279653,0.000938226,3.48E-03,0.17740636,0.005112152,0.001861934,0.93458247,0.004812718,0.022756969,1.03E-03
NC260,23,0.18646272,0.024160378,0.00054143,0.002309658,0.000588138,0.001324026,0.13141602,0.07945396,0.014521392,0.020299943,2.35E-03,0.013313659,0.015613785,0.032158868,0.056852097,0.193793,0.002033224,NA,0.008732471,0.17358563,0.005786061,0.004077886,0.82093662,0.003444946,0.013351788,2.30E-03
NC264,22.1,0.03238698,0.006537006,0.00668436,0.004728555,0.005453547,0.005399172,0.1485004,0.188479645,0.027555716,0.47283658,2.65E-03,0.025527753,0.027668492,0.091298572,0.59026989,0.49806508,0.011517294,0.001164014,3.09E-03,0.29347854,0.00281337,0.002603928,0.52180574,0.012981374,0.065613738,8.84E-03
NC298,25.1,0.2031044,0.01018742,0.006307742,0.00060397,0.00315039,0.001886753,0.05957021,0.0789599,0.01023442,0.15801301,2.52E-02,0.053533997,0.010356253,0.92654527,0.05326421,0.96413238,0.00257949,0.00063704,0.004403583,0.30247396,NaN,0.004955337,0.2460843,0.000167093,0.002562085,0.006554899
NC302,25.6,0.08839347,0.007941926,0.023406649,0.003679175,0.001279329,0.001076401,0.06860105,0.043001854,0.001673842,0.14455959,1.14E-03,0.012129051,0.011237932,0.022706522,0.010276229,0.01110937,0.001865426,0.000709618,9.14E-03,0.05191431,0.002262459,0.00262168,1.51469377,0.000942797,0.001477216,5.46E-04
NC306,25.15,0.15959277,0.022242412,0.007608278,0.014458612,0.007849478,0.005982268,0.280655125,0.225989512,0.020509733,0.361923184,0.008805,0.007848996,0.022130996,0.040644573,0.195235446,0.241791895,0.008829467,0.001843519,0.003434339,0.40471473,0.006117286,0.005346601,3.631003125,0.006180796,0.054852549,0.023105
NC338,27.3,0.0701667,0.007069449,0.015746996,0.029215852,0.002643054,0.001195766,0.06291582,0.04670289,4.68E-04,0.2963909,0.000595821,0.036155416,0.025426512,0.10270596,1.09700978,1.41715952,0.00968364,0.003548125,0.007830203,0.46460441,1.09E-02,0.003300725,2.82113681,0.006582896,0.01095981,0.001781278
NC340,46.7,0.012415806,0.001610081,9.25E-03,0.001418468,0.001058306,9.58E-05,0.070497576,0.024920321,5.18E-03,0.08287536,1.57E-03,0.838326801,0.006238951,0.21243039,0.030413224,0.034918788,0.002793468,0.000824113,0.003064032,0.29357135,1.85E-04,0.001178064,0.86259512,2.76E-04,4.40E-03,0.002764193
NC348,24.5,0.060771447,0.009895624,3.19E-02,0.010272979,0.003051109,1.45E-03,0.02838351,0.141510406,1.20E-03,0.2776962,3.38E-03,0.03953781,0.046446873,0.18405464,0.068666099,0.156194956,0.017941715,0.001593826,0.00705057,0.66888065,5.08E-02,0.002768094,0.15663307,4.41E-03,3.03E-02,0.011904044
NC350,23.8,0.29454057,0.011111766,0.016724167,0.003910013,4.80E-05,3.90E-04,0.18983684,0.006465308,0.003980232,0.2436544,0.004112107,0.007914222,0.009118225,0.04645431,0.006538952,0.01057056,0.00088716,0.001656146,0.009484735,0.07936657,0.006266639,0.002837885,0.09296615,1.06E-03,0.006585194,0.000232922
NC358,9.3,0.11435662,0.00150748,0.002145541,0.00013638,0.001375971,0.000847501,0.01117094,0.01317523,0.004495652,0.064183921,1.33E-03,0.003730953,0.008423867,0.011809001,0.016796592,0.3372372,0.003411922,0.001531834,0.004488346,0.04593309,0.002915111,0.001709614,0.09324541,0.002035951,0.004249682,1.10E-03
NC362,30.6,0.0696825,0.006647526,0.006528585,0.006528585,0.003938173,0.000933544,0.13210341,0.08024261,0.050105041,0.47435281,0.005800421,0.34601916,0.017874949,0.11809125,0.010542825,0.023999,0.003135325,NA,0.003629758,0.3627434,1.37E-03,0.001221214,0.11466011,0.000770347,0.126901145,0.027181347
NC364,22.3,0.09638622,0.017557388,0.017094195,0.001283392,0.005287355,0.001428025,0.09708375,0.0963496,0.03981078,0.27651097,2.25E-02,0.015113268,0.012839412,0.04292132,0.24643872,1.0116406,0.005364249,0.001376763,0.006345559,0.26813372,NaN,0.004754592,0.7416831,0.00093554,0.003727512,0.007623458
ND246,31.6,0.058498123,0.014268766,1.87E-02,1.87E-02,5.21E-03,0.009805673,1.44E-01,2.90E-01,3.23E-02,0.203762134,0.002432332,6.81E-03,1.96E-02,3.15E-02,2.46E-01,1.69E-01,5.15E-03,2.79E-03,0.000580217,0.647881367,0.005072321,1.68E-03,0.309421052,1.19E-03,4.79E-02,0.018064609
Oh43E,28.3,0.320565125,0.004199282,1.44E-02,0.001981957,0.003975121,6.81E-03,0.021581097,0.176181179,9.98E-03,0.36274238,1.06E-02,0.008221103,0.010098451,0.02946783,0.107417935,0.858854059,0.003013097,0.002301386,0.006954594,0.25222779,5.82E-03,0.003455815,0.12559873,9.95E-03,1.05E-02,0.002583455
Oh603,19.9,0.0468977,0.024840219,0.015043765,0.005492194,0.002888801,0.004686106,0.13712935,0.059488478,0.004373699,0.18499499,2.82E-03,0.075249607,0.015379299,1.138039187,1.23557576,1.84495083,0.007885386,0.003272561,5.85E-03,0.14074131,0.002599535,0.003320772,3.09251119,0.006190288,0.005769889,1.40E-03
Oh7B,19.2,0.199189891,0.008158532,6.78E-03,6.79E-03,1.71E-03,0.004450775,8.67E-02,7.86E-02,1.08E-02,0.21585784,0.0058476,6.62E-02,8.27E-03,2.51E-01,4.33E-01,4.97E-01,8.22E-03,1.31E-03,0.008088874,0.214289773,0.002824201,3.45E-03,2.73076708,1.76E-02,5.57E-02,0.009678785
P39,28.4,0.337957996,0.010049501,2.38E-02,0.010160244,0.004254577,1.79E-03,0.148614212,0.398931543,9.58E-04,0.38096375,3.71E-03,0.011102574,0.021868889,0.05562563,1.083793625,0.2490025,0.004337132,0.001711496,0.012987233,0.42536509,6.61E-03,0.003088747,0.09823987,7.16E-03,1.18E-02,0.001679279
PHG83,27.2,0.299179325,0.014094121,5.87E-03,5.90E-03,8.81E-04,0.003455173,1.22E-01,1.59E-01,1.04E-02,0.001252668,0.004891163,8.26E-02,2.07E-02,4.53E-01,1.69E-01,1.09E+00,7.91E-03,3.00E-02,0.009745996,0.322868386,0.00190828,2.54E-03,0.118220585,1.37E-02,4.47E-02,0.009550961
PHG84,22.7,0.16550426,0.029458491,0.015770519,0.003935253,1.94E-04,7.61E-04,0.08897803,0.008348824,0.001414765,0.2826257,0.001347987,0.029014339,0.022779121,0.08659886,0.006343926,0.01255585,0.003314061,0.000869669,0.004509856,0.13945456,0.012459564,0.002859038,0.06746164,1.29E-04,0.003647952,0.00021897
PHG86,26.9,0.08063068,0.018574359,0.016717598,0.000393858,0.008318288,0.007476556,0.11424367,0.6218843,0.063665511,0.449237349,1.86E-02,0.01556078,0.016800871,0.083401189,0.063163623,0.31221487,0.017278002,0.001928781,0.005462252,0.43601918,0.006364751,0.004838831,0.23748267,0.019893222,0.021531672,5.27E-03
PHJ31,29.7,0.4194458,0.023978452,0.00703574,0.002371439,0.002978146,0.003170076,0.28033471,0.16866197,0.023881843,0.39304465,6.83E-03,0.056957036,0.036079101,0.309255695,0.16346954,0.65532215,0.010124665,0.00133321,0.030207826,0.40988791,0.012091632,0.019226558,11.87047497,0.024373907,0.013554942,9.26E-03
PHJ75,29.4,0.08961664,0.007298253,0.004130984,0.004140505,0.00659706,0.002498722,0.22475572,0.01885263,0.019991813,0.35331791,0.023794984,0.00616315,0.011646192,0.02640252,0.369049069,0.25828579,0.02619781,0.000812731,0.00242527,0.4947421,NaN,0.002835376,11.98260716,0.033213818,0.089756745,0.002252522
PHK05,23.2,0.19906576,0.018534605,0.00204824,0.002054791,0.014828994,0.002249133,0.5454017,0.06958556,0.023487065,0.19670066,0.048406587,0.012180257,0.022421456,0.0737541,1.626481425,0.99228045,0.001338562,0.001757818,0.006050823,0.70164,2.24E-03,0.005531121,0.13133759,0.012044873,0.059080144,0.011169239
PHM57,26.7,0.04924342,0.005854113,0.062188154,0.012415327,2.72E-03,1.34E-03,0.05965386,0.184563255,0.002040422,0.2859626,0.002204637,0.077020125,0.024607617,0.13828182,0.037749653,0.05490023,0.00258331,0.000351713,0.009001143,0.33039892,0.004211971,0.001633563,0.09191176,7.95E-04,0.006295285,0.003003649
PHM81,25.1,0.12289689,0.004460857,0.014935624,0.003265488,2.51E-03,3.97E-03,0.0126357,0.36226163,0.003767729,0.2148913,0.006710745,0.012278014,0.010591524,0.03436361,0.108237407,0.08227474,0.006519857,0.00075614,0.02110521,0.21067403,0.00319877,0.003348886,0.10333397,7.30E-03,0.028468312,0.007161094
PHN73,21.3,0.05318757,0.009307158,0.006057338,0.000796771,0.003889746,0.007081533,0.07898223,0.13011513,0.037970506,0.196996622,8.44E-04,0.010550935,0.00812455,0.048457135,0.01836807,0.15005792,0.002184845,0.000497197,0.006218888,0.17607687,0.002489124,0.002029569,0.1380017,0.00121084,0.075555175,8.06E-03
PHP60,26.3,0.02696453,0.01070099,0.018863577,0.001172947,0.002227937,0.001679236,0.051224,0.119127709,0.005288203,0.22839475,2.27E-03,0.015170118,0.008044961,0.084385938,0.013814271,0.05492972,0.00092908,0.000473155,6.11E-03,0.10250764,0.001097402,0.00212721,0.0573834,0.000443997,0.001537423,6.30E-04
PHR25,26,0.07039059,0.004386461,0.008669318,0.003740453,1.45E-03,6.58E-04,0.03564019,0.03820442,0.005616011,0.3767508,0.006883652,0.023535141,0.013426015,0.10689771,0.150422564,0.273464407,0.001252404,0.001352962,0.004834402,0.18938879,0.003482963,0.002748585,0.17140766,0.000786181,2.25E-02,2.76E-03
PHR32,27.2,0.019487146,0.004744886,1.34E-02,0.003142308,0.002064255,1.42E-03,0.035309878,0.056791181,8.86E-03,0.38086189,1.77E-03,0.012605491,0.030289436,0.05326938,0.040064432,0.036810934,0.007084697,0.00131977,0.002472755,0.29573473,8.66E-03,0.001897471,0.46541603,3.43E-03,1.43E-02,0.001692012
PHR55,26.2,0.21167045,0.015644859,0.002690803,0.02339847,0.004281973,0.001060311,0.47450689,0.016354074,0.004192092,0.25611866,0.005234146,0.055203601,0.012885241,0.92538638,0.007582279,0.02951598,0.006795823,0.001313101,0.015182816,0.1848607,0.005610522,0.004155578,0.09197368,0.003025047,0.014935644,0.001334167
PHT60,27.4,0.29241116,0.011970138,0.01266855,0.003074247,1.09E-03,1.62E-03,0.102497,0.100378638,0.006037488,0.6796389,0.018718372,0.017361633,0.01163712,0.06930315,0.015358901,0.02528931,0.000433231,0.000730789,0.004705417,0.35400248,0.004548159,0.001893268,0.07402154,6.43E-03,0.00299716,0.001100809
